[ TIME ] [ JOB ID ]                [ EVENT TYPE ]
 210134      J33                      FINISHED
 210134      J43                       STARTED
 210184      J43                      FINISHED
 210184      J53                       STARTED
 210210      J112                      RELEASED
 210210      J112                       STARTED
 210232      J112                      FINISHED
 210256      J53                      FINISHED
 210256      J63                       STARTED
 210306      J63                      FINISHED
 210320      J113                      RELEASED
 210320      J113                       STARTED
 210342      J113                      FINISHED
 210430      J114                      RELEASED
 210430      J114                       STARTED
 210452      J114                      FINISHED
 210500      J24                      RELEASED
 210500      J24                       STARTED
 210500      J34                      RELEASED
 210500      J44                      RELEASED
 210500      J64                      RELEASED
 210500      J54                      RELEASED
 210540      J115                      RELEASED
 210540      J115                       STARTED
 210562      J115                      FINISHED
 210572      J24                      FINISHED
 210572      J34                       STARTED
 210622      J34                      FINISHED
 210622      J44                       STARTED
 210650      J116                      RELEASED
 210650      J116                       STARTED
 210672      J116                      FINISHED
 210694      J44                      FINISHED
 210694      J54                       STARTED
 210744      J64                       STARTED
 210744      J54                      FINISHED
 210760      J117                      RELEASED
 210760      J117                       STARTED
 210782      J117                      FINISHED
 210816      J64                      FINISHED
 210870      J118                      RELEASED
 210870      J118                       STARTED
 210892      J118                      FINISHED
 210980      J119                      RELEASED
 210980      J119                       STARTED
 211000      J35                      RELEASED
 211000      J25                      RELEASED
 211000      J45                      RELEASED
 211000      J55                      RELEASED
 211000      J65                      RELEASED
 211002      J119                      FINISHED
 211002      J25                       STARTED
 211052      J35                       STARTED
 211052      J25                      FINISHED
 211090      J120                      RELEASED
 211090      J120                       STARTED
 211112      J120                      FINISHED
 211124      J35                      FINISHED
 211124      J45                       STARTED
 211174      J45                      FINISHED
 211174      J55                       STARTED
 211200      J121                      RELEASED
 211200      J121                       STARTED
 211222      J121                      FINISHED
 211246      J55                      FINISHED
 211246      J65                       STARTED
 211296      J65                      FINISHED
 211310      J122                      RELEASED
 211310      J122                       STARTED
 211332      J122                      FINISHED
 211420      J123                      RELEASED
 211420      J123                       STARTED
 211442      J123                      FINISHED
 211500      J26                      RELEASED
 211500      J36                      RELEASED
 211500      J46                      RELEASED
 211500      J26                       STARTED
 211500      J56                      RELEASED
 211500      J66                      RELEASED
 211530      J124                      RELEASED
 211530      J124                       STARTED
 211552      J124                      FINISHED
 211572      J26                      FINISHED
 211572      J36                       STARTED
 211622      J36                      FINISHED
 211622      J46                       STARTED
 211640      J125                      RELEASED
 211640      J125                       STARTED
 211662      J125                      FINISHED
 211694      J46                      FINISHED
 211694      J56                       STARTED
 211744      J56                      FINISHED
 211744      J66                       STARTED
 211750      J126                      RELEASED
 211750      J126                       STARTED
 211772      J126                      FINISHED
 211816      J66                      FINISHED
 211860      J127                      RELEASED
 211860      J127                       STARTED
 211882      J127                      FINISHED
 211970      J128                      RELEASED
 211970      J128                       STARTED
 211992      J128                      FINISHED
 212000      J37                      RELEASED
 212000      J27                      RELEASED
 212000      J27                       STARTED
 212000      J47                      RELEASED
 212000      J57                      RELEASED
 212000      J67                      RELEASED
 212050      J37                       STARTED
 212050      J27                      FINISHED
 212080      J129                      RELEASED
 212080      J129                       STARTED
 212102      J129                      FINISHED
 212122      J37                      FINISHED
 212122      J47                       STARTED
 212172      J47                      FINISHED
 212172      J57                       STARTED
 212190      J130                      RELEASED
 212190      J130                       STARTED
 212212      J130                      FINISHED
 212244      J57                      FINISHED
 212244      J67                       STARTED
 212294      J67                      FINISHED
 212300      J131                      RELEASED
 212300      J131                       STARTED
 212322      J131                      FINISHED
 212410      J132                      RELEASED
 212410      J132                       STARTED
 212432      J132                      FINISHED
 212500      J28                      RELEASED
 212500      J28                       STARTED
 212500      J38                      RELEASED
 212500      J48                      RELEASED
 212500      J58                      RELEASED
 212500      J68                      RELEASED
 212520      J133                      RELEASED
 212520      J133                       STARTED
 212542      J133                      FINISHED
 212572      J28                      FINISHED
 212572      J38                       STARTED
 212622      J38                      FINISHED
 212622      J48                       STARTED
 212630      J134                      RELEASED
 212630      J134                       STARTED
 212652      J134                      FINISHED
 212694      J48                      FINISHED
 212694      J58                       STARTED
 212740      J135                      RELEASED
 212740      J135                       STARTED
 212762      J135                      FINISHED
 212766      J58                      FINISHED
 212766      J68                       STARTED
 212816      J68                      FINISHED
 212850      J136                      RELEASED
 212850      J136                       STARTED
 212872      J136                      FINISHED
 212960      J137                      RELEASED
 212960      J137                       STARTED
 212982      J137                      FINISHED
 213000      J39                      RELEASED
 213000      J29                      RELEASED
 213000      J29                       STARTED
 213000      J49                      RELEASED
 213000      J59                      RELEASED
 213000      J69                      RELEASED
 213050      J39                       STARTED
 213050      J29                      FINISHED
 213070      J138                      RELEASED
 213070      J138                       STARTED
 213092      J138                      FINISHED
 213122      J39                      FINISHED
 213122      J49                       STARTED
 213172      J49                      FINISHED
 213172      J59                       STARTED
 213180      J139                      RELEASED
 213180      J139                       STARTED
 213202      J139                      FINISHED
 213244      J59                      FINISHED
 213244      J69                       STARTED
 213290      J140                      RELEASED
 213290      J140                       STARTED
 213312      J140                      FINISHED
 213316      J69                      FINISHED
 213400      J141                      RELEASED
 213400      J141                       STARTED
 213422      J141                      FINISHED
 213500      J210                      RELEASED
 213500      J310                      RELEASED
 213500      J210                       STARTED
 213500      J510                      RELEASED
 213500      J410                      RELEASED
 213500      J610                      RELEASED
 213510      J142                      RELEASED
 213510      J142                       STARTED
 213532      J142                      FINISHED
 213572      J210                      FINISHED
 213572      J310                       STARTED
 213620      J143                      RELEASED
 213620      J143                       STARTED
 213642      J143                      FINISHED
 213644      J310                      FINISHED
 213644      J410                       STARTED
 213694      J510                       STARTED
 213694      J410                      FINISHED
 213730      J144                      RELEASED
 213730      J144                       STARTED
 213752      J144                      FINISHED
 213766      J510                      FINISHED
 213766      J610                       STARTED
 213816      J610                      FINISHED
 213840      J145                      RELEASED
 213840      J145                       STARTED
 213862      J145                      FINISHED
 213950      J146                      RELEASED
 213950      J146                       STARTED
 213972      J146                      FINISHED
 214000      J311                      RELEASED
 214000      J211                      RELEASED
 214000      J211                       STARTED
 214000      J411                      RELEASED
 214000      J511                      RELEASED
 214000      J611                      RELEASED
 214050      J311                       STARTED
 214050      J211                      FINISHED
 214060      J147                      RELEASED
 214060      J147                       STARTED
 214082      J147                      FINISHED
 214122      J311                      FINISHED
 214122      J411                       STARTED
 214170      J148                      RELEASED
 214170      J148                       STARTED
 214192      J148                      FINISHED
 214194      J411                      FINISHED
 214194      J511                       STARTED
 214244      J511                      FINISHED
 214244      J611                       STARTED
 214280      J149                      RELEASED
 214280      J149                       STARTED
 214302      J149                      FINISHED
 214316      J611                      FINISHED
 214390      J150                      RELEASED
 214390      J150                       STARTED
 214412      J150                      FINISHED
 214500      J11                      RELEASED
 214500      J11                       STARTED
 214500      J21                      RELEASED
 214500      J31                      RELEASED
 214500      J41                      RELEASED
 214500      J51                      RELEASED
 214500      J61                      RELEASED
 214522      J11                      FINISHED
 214522      J21                       STARTED
 214572      J21                      FINISHED
 214572      J31                       STARTED
 214610      J12                      RELEASED
 214610      J12                       STARTED
 214632      J12                      FINISHED
 214644      J31                      FINISHED
 214644      J41                       STARTED
 214694      J41                      FINISHED
 214694      J51                       STARTED
 214720      J13                      RELEASED
 214720      J13                       STARTED
 214742      J13                      FINISHED
 214766      J51                      FINISHED
 214766      J61                       STARTED
 214816      J61                      FINISHED
 214830      J14                      RELEASED
 214830      J14                       STARTED
 214852      J14                      FINISHED
 214940      J15                      RELEASED
 214940      J15                       STARTED
 214962      J15                      FINISHED
 215000      J22                      RELEASED
 215000      J22                       STARTED
 215000      J32                      RELEASED
 215000      J42                      RELEASED
 215000      J62                      RELEASED
 215000      J52                      RELEASED
 215050      J22                      FINISHED
 215050      J16                      RELEASED
 215050      J16                       STARTED
 215072      J16                      FINISHED
 215072      J32                       STARTED
 215122      J32                      FINISHED
 215122      J42                       STARTED
 215160      J17                      RELEASED
 215160      J17                       STARTED
 215182      J17                      FINISHED
 215194      J42                      FINISHED
 215194      J52                       STARTED
 215244      J62                       STARTED
 215244      J52                      FINISHED
 215270      J18                      RELEASED
 215270      J18                       STARTED
 215292      J18                      FINISHED
 215316      J62                      FINISHED
 215380      J19                      RELEASED
 215380      J19                       STARTED
 215402      J19                      FINISHED
 215490      J110                      RELEASED
 215490      J110                       STARTED
 215500      J33                      RELEASED
 215500      J23                      RELEASED
 215500      J43                      RELEASED
 215500      J53                      RELEASED
 215500      J63                      RELEASED
 215512      J110                      FINISHED
 215512      J23                       STARTED
 215562      J33                       STARTED
 215562      J23                      FINISHED
 215600      J111                      RELEASED
 215600      J111                       STARTED
 215622      J111                      FINISHED
 215634      J33                      FINISHED
 215634      J43                       STARTED
 215684      J43                      FINISHED
 215684      J53                       STARTED
 215710      J112                      RELEASED
 215710      J112                       STARTED
 215732      J112                      FINISHED
 215756      J53                      FINISHED
 215756      J63                       STARTED
 215806      J63                      FINISHED
 215820      J113                      RELEASED
 215820      J113                       STARTED
 215842      J113                      FINISHED
 215930      J114                      RELEASED
 215930      J114                       STARTED
 215952      J114                      FINISHED
 216000      J24                      RELEASED
 216000      J24                       STARTED
 216000      J34                      RELEASED
 216000      J44                      RELEASED
 216000      J64                      RELEASED
 216000      J54                      RELEASED
 216040      J115                      RELEASED
 216040      J115                       STARTED
 216062      J115                      FINISHED
 216072      J24                      FINISHED
 216072      J34                       STARTED
 216122      J34                      FINISHED
 216122      J44                       STARTED
 216150      J116                      RELEASED
 216150      J116                       STARTED
 216172      J116                      FINISHED
 216194      J44                      FINISHED
 216194      J54                       STARTED
 216244      J64                       STARTED
 216244      J54                      FINISHED
 216260      J117                      RELEASED
 216260      J117                       STARTED
 216282      J117                      FINISHED
 216316      J64                      FINISHED
 216370      J118                      RELEASED
 216370      J118                       STARTED
 216392      J118                      FINISHED
 216480      J119                      RELEASED
 216480      J119                       STARTED
 216500      J35                      RELEASED
 216500      J25                      RELEASED
 216500      J45                      RELEASED
 216500      J55                      RELEASED
 216500      J65                      RELEASED
 216502      J119                      FINISHED
 216502      J25                       STARTED
 216552      J35                       STARTED
 216552      J25                      FINISHED
 216590      J120                      RELEASED
 216590      J120                       STARTED
 216612      J120                      FINISHED
 216624      J35                      FINISHED
 216624      J45                       STARTED
 216674      J45                      FINISHED
 216674      J55                       STARTED
 216700      J121                      RELEASED
 216700      J121                       STARTED
 216722      J121                      FINISHED
 216746      J55                      FINISHED
 216746      J65                       STARTED
 216796      J65                      FINISHED
 216810      J122                      RELEASED
 216810      J122                       STARTED
 216832      J122                      FINISHED
 216920      J123                      RELEASED
 216920      J123                       STARTED
 216942      J123                      FINISHED
 217000      J26                      RELEASED
 217000      J26                       STARTED
 217000      J36                      RELEASED
 217000      J46                      RELEASED
 217000      J56                      RELEASED
 217000      J66                      RELEASED
 217030      J124                      RELEASED
 217030      J124                       STARTED
 217052      J124                      FINISHED
 217072      J26                      FINISHED
 217072      J36                       STARTED
 217122      J36                      FINISHED
 217122      J46                       STARTED
 217140      J125                      RELEASED
 217140      J125                       STARTED
 217162      J125                      FINISHED
 217194      J46                      FINISHED
 217194      J56                       STARTED
 217244      J56                      FINISHED
 217244      J66                       STARTED
 217250      J126                      RELEASED
 217250      J126                       STARTED
 217272      J126                      FINISHED
 217316      J66                      FINISHED
 217360      J127                      RELEASED
 217360      J127                       STARTED
 217382      J127                      FINISHED
 217470      J128                      RELEASED
 217470      J128                       STARTED
 217492      J128                      FINISHED
 217500      J37                      RELEASED
 217500      J27                      RELEASED
 217500      J27                       STARTED
 217500      J47                      RELEASED
 217500      J57                      RELEASED
 217500      J67                      RELEASED
 217550      J37                       STARTED
 217550      J27                      FINISHED
 217580      J129                      RELEASED
 217580      J129                       STARTED
 217602      J129                      FINISHED
 217622      J37                      FINISHED
 217622      J47                       STARTED
 217672      J47                      FINISHED
 217672      J57                       STARTED
 217690      J130                      RELEASED
 217690      J130                       STARTED
 217712      J130                      FINISHED
 217744      J57                      FINISHED
 217744      J67                       STARTED
 217794      J67                      FINISHED
 217800      J131                      RELEASED
 217800      J131                       STARTED
 217822      J131                      FINISHED
 217910      J132                      RELEASED
 217910      J132                       STARTED
 217932      J132                      FINISHED
 218000      J28                      RELEASED
 218000      J28                       STARTED
 218000      J38                      RELEASED
 218000      J48                      RELEASED
 218000      J58                      RELEASED
 218000      J68                      RELEASED
 218020      J133                      RELEASED
 218020      J133                       STARTED
 218042      J133                      FINISHED
 218072      J28                      FINISHED
 218072      J38                       STARTED
 218122      J38                      FINISHED
 218122      J48                       STARTED
 218130      J134                      RELEASED
 218130      J134                       STARTED
 218152      J134                      FINISHED
 218194      J48                      FINISHED
 218194      J58                       STARTED
 218240      J135                      RELEASED
 218240      J135                       STARTED
 218262      J135                      FINISHED
 218266      J58                      FINISHED
 218266      J68                       STARTED
 218316      J68                      FINISHED
 218350      J136                      RELEASED
 218350      J136                       STARTED
 218372      J136                      FINISHED
 218460      J137                      RELEASED
 218460      J137                       STARTED
 218482      J137                      FINISHED
 218500      J39                      RELEASED
 218500      J29                      RELEASED
 218500      J29                       STARTED
 218500      J49                      RELEASED
 218500      J59                      RELEASED
 218500      J69                      RELEASED
 218550      J39                       STARTED
 218550      J29                      FINISHED
 218570      J138                      RELEASED
 218570      J138                       STARTED
 218592      J138                      FINISHED
 218622      J39                      FINISHED
 218622      J49                       STARTED
 218672      J49                      FINISHED
 218672      J59                       STARTED
 218680      J139                      RELEASED
 218680      J139                       STARTED
 218702      J139                      FINISHED
 218744      J59                      FINISHED
 218744      J69                       STARTED
 218790      J140                      RELEASED
 218790      J140                       STARTED
 218812      J140                      FINISHED
 218816      J69                      FINISHED
 218900      J141                      RELEASED
 218900      J141                       STARTED
 218922      J141                      FINISHED
 219000      J210                      RELEASED
 219000      J210                       STARTED
 219000      J310                      RELEASED
 219000      J510                      RELEASED
 219000      J410                      RELEASED
 219000      J610                      RELEASED
 219010      J142                      RELEASED
 219010      J142                       STARTED
 219032      J142                      FINISHED
 219072      J210                      FINISHED
 219072      J310                       STARTED
 219120      J143                      RELEASED
 219120      J143                       STARTED
 219142      J143                      FINISHED
 219144      J310                      FINISHED
 219144      J410                       STARTED
 219194      J510                       STARTED
 219194      J410                      FINISHED
 219230      J144                      RELEASED
 219230      J144                       STARTED
 219252      J144                      FINISHED
 219266      J510                      FINISHED
 219266      J610                       STARTED
 219316      J610                      FINISHED
 219340      J145                      RELEASED
 219340      J145                       STARTED
 219362      J145                      FINISHED
 219450      J146                      RELEASED
 219450      J146                       STARTED
 219472      J146                      FINISHED
 219500      J311                      RELEASED
 219500      J211                      RELEASED
 219500      J211                       STARTED
 219500      J411                      RELEASED
 219500      J511                      RELEASED
 219500      J611                      RELEASED
 219550      J311                       STARTED
 219550      J211                      FINISHED
 219560      J147                      RELEASED
 219560      J147                       STARTED
 219582      J147                      FINISHED
 219622      J311                      FINISHED
 219622      J411                       STARTED
 219670      J148                      RELEASED
 219670      J148                       STARTED
 219692      J148                      FINISHED
 219694      J411                      FINISHED
 219694      J511                       STARTED
 219744      J511                      FINISHED
 219744      J611                       STARTED
 219780      J149                      RELEASED
 219780      J149                       STARTED
 219802      J149                      FINISHED
 219816      J611                      FINISHED
 219890      J150                      RELEASED
 219890      J150                       STARTED
 219912      J150                      FINISHED
 220000      J11                      RELEASED
 220000      J11                       STARTED
 220000      J31                      RELEASED
 220000      J21                      RELEASED
 220000      J41                      RELEASED
 220000      J51                      RELEASED
 220000      J61                      RELEASED
 220022      J11                      FINISHED
 220022      J21                       STARTED
 220072      J31                       STARTED
 220072      J21                      FINISHED
 220110      J12                      RELEASED
 220110      J12                       STARTED
 220132      J12                      FINISHED
 220144      J31                      FINISHED
 220144      J41                       STARTED
 220194      J41                      FINISHED
 220194      J51                       STARTED
 220220      J13                      RELEASED
 220220      J13                       STARTED
 220242      J13                      FINISHED
 220266      J51                      FINISHED
 220266      J61                       STARTED
 220316      J61                      FINISHED
 220330      J14                      RELEASED
 220330      J14                       STARTED
 220352      J14                      FINISHED
 220440      J15                      RELEASED
 220440      J15                       STARTED
 220462      J15                      FINISHED
 220500      J22                      RELEASED
 220500      J22                       STARTED
 220500      J32                      RELEASED
 220500      J42                      RELEASED
 220500      J62                      RELEASED
 220500      J52                      RELEASED
 220550      J22                      FINISHED
 220550      J16                      RELEASED
 220550      J16                       STARTED
 220572      J16                      FINISHED
 220572      J32                       STARTED
 220622      J32                      FINISHED
 220622      J42                       STARTED
 220660      J17                      RELEASED
 220660      J17                       STARTED
 220682      J17                      FINISHED
 220694      J42                      FINISHED
 220694      J52                       STARTED
 220744      J62                       STARTED
 220744      J52                      FINISHED
 220770      J18                      RELEASED
 220770      J18                       STARTED
 220792      J18                      FINISHED
 220816      J62                      FINISHED
 220880      J19                      RELEASED
 220880      J19                       STARTED
 220902      J19                      FINISHED
 220990      J110                      RELEASED
 220990      J110                       STARTED
 221000      J33                      RELEASED
 221000      J23                      RELEASED
 221000      J43                      RELEASED
 221000      J53                      RELEASED
 221000      J63                      RELEASED
 221012      J110                      FINISHED
 221012      J23                       STARTED
 221062      J33                       STARTED
 221062      J23                      FINISHED
 221100      J111                      RELEASED
 221100      J111                       STARTED
 221122      J111                      FINISHED
 221134      J33                      FINISHED
 221134      J43                       STARTED
 221184      J43                      FINISHED
 221184      J53                       STARTED
 221210      J112                      RELEASED
 221210      J112                       STARTED
 221232      J112                      FINISHED
 221256      J53                      FINISHED
 221256      J63                       STARTED
 221306      J63                      FINISHED
 221320      J113                      RELEASED
 221320      J113                       STARTED
 221342      J113                      FINISHED
 221430      J114                      RELEASED
 221430      J114                       STARTED
 221452      J114                      FINISHED
 221500      J24                      RELEASED
 221500      J24                       STARTED
 221500      J34                      RELEASED
 221500      J44                      RELEASED
 221500      J64                      RELEASED
 221500      J54                      RELEASED
 221540      J115                      RELEASED
 221540      J115                       STARTED
 221562      J115                      FINISHED
 221572      J24                      FINISHED
 221572      J34                       STARTED
 221622      J34                      FINISHED
 221622      J44                       STARTED
 221650      J116                      RELEASED
 221650      J116                       STARTED
 221672      J116                      FINISHED
 221694      J44                      FINISHED
 221694      J54                       STARTED
 221744      J64                       STARTED
 221744      J54                      FINISHED
 221760      J117                      RELEASED
 221760      J117                       STARTED
 221782      J117                      FINISHED
 221816      J64                      FINISHED
 221870      J118                      RELEASED
 221870      J118                       STARTED
 221892      J118                      FINISHED
 221980      J119                      RELEASED
 221980      J119                       STARTED
 222000      J35                      RELEASED
 222000      J25                      RELEASED
 222000      J45                      RELEASED
 222000      J55                      RELEASED
 222000      J65                      RELEASED
 222002      J119                      FINISHED
 222002      J25                       STARTED
 222052      J35                       STARTED
 222052      J25                      FINISHED
 222090      J120                      RELEASED
 222090      J120                       STARTED
 222112      J120                      FINISHED
 222124      J35                      FINISHED
 222124      J45                       STARTED
 222174      J45                      FINISHED
 222174      J55                       STARTED
 222200      J121                      RELEASED
 222200      J121                       STARTED
 222222      J121                      FINISHED
 222246      J55                      FINISHED
 222246      J65                       STARTED
 222296      J65                      FINISHED
 222310      J122                      RELEASED
 222310      J122                       STARTED
 222332      J122                      FINISHED
 222420      J123                      RELEASED
 222420      J123                       STARTED
 222442      J123                      FINISHED
 222500      J26                      RELEASED
 222500      J26                       STARTED
 222500      J36                      RELEASED
 222500      J46                      RELEASED
 222500      J56                      RELEASED
 222500      J66                      RELEASED
 222530      J124                      RELEASED
 222530      J124                       STARTED
 222552      J124                      FINISHED
 222572      J26                      FINISHED
 222572      J36                       STARTED
 222622      J36                      FINISHED
 222622      J46                       STARTED
 222640      J125                      RELEASED
 222640      J125                       STARTED
 222662      J125                      FINISHED
 222694      J46                      FINISHED
 222694      J56                       STARTED
 222744      J56                      FINISHED
 222744      J66                       STARTED
 222750      J126                      RELEASED
 222750      J126                       STARTED
 222772      J126                      FINISHED
 222816      J66                      FINISHED
 222860      J127                      RELEASED
 222860      J127                       STARTED
 222882      J127                      FINISHED
 222970      J128                      RELEASED
 222970      J128                       STARTED
 222992      J128                      FINISHED
 223000      J37                      RELEASED
 223000      J27                      RELEASED
 223000      J27                       STARTED
 223000      J47                      RELEASED
 223000      J57                      RELEASED
 223000      J67                      RELEASED
 223050      J37                       STARTED
 223050      J27                      FINISHED
 223080      J129                      RELEASED
 223080      J129                       STARTED
 223102      J129                      FINISHED
 223122      J37                      FINISHED
 223122      J47                       STARTED
 223172      J47                      FINISHED
 223172      J57                       STARTED
 223190      J130                      RELEASED
 223190      J130                       STARTED
 223212      J130                      FINISHED
 223244      J57                      FINISHED
 223244      J67                       STARTED
 223294      J67                      FINISHED
 223300      J131                      RELEASED
 223300      J131                       STARTED
 223322      J131                      FINISHED
 223410      J132                      RELEASED
 223410      J132                       STARTED
 223432      J132                      FINISHED
 223500      J28                      RELEASED
 223500      J28                       STARTED
 223500      J38                      RELEASED
 223500      J48                      RELEASED
 223500      J58                      RELEASED
 223500      J68                      RELEASED
 223520      J133                      RELEASED
 223520      J133                       STARTED
 223542      J133                      FINISHED
 223572      J28                      FINISHED
 223572      J38                       STARTED
 223622      J38                      FINISHED
 223622      J48                       STARTED
 223630      J134                      RELEASED
 223630      J134                       STARTED
 223652      J134                      FINISHED
 223694      J48                      FINISHED
 223694      J58                       STARTED
 223740      J135                      RELEASED
 223740      J135                       STARTED
 223762      J135                      FINISHED
 223766      J58                      FINISHED
 223766      J68                       STARTED
 223816      J68                      FINISHED
 223850      J136                      RELEASED
 223850      J136                       STARTED
 223872      J136                      FINISHED
 223960      J137                      RELEASED
 223960      J137                       STARTED
 223982      J137                      FINISHED
 224000      J39                      RELEASED
 224000      J29                      RELEASED
 224000      J29                       STARTED
 224000      J49                      RELEASED
 224000      J59                      RELEASED
 224000      J69                      RELEASED
 224050      J39                       STARTED
 224050      J29                      FINISHED
 224070      J138                      RELEASED
 224070      J138                       STARTED
 224092      J138                      FINISHED
 224122      J39                      FINISHED
 224122      J49                       STARTED
 224172      J49                      FINISHED
 224172      J59                       STARTED
 224180      J139                      RELEASED
 224180      J139                       STARTED
 224202      J139                      FINISHED
 224244      J59                      FINISHED
 224244      J69                       STARTED
 224290      J140                      RELEASED
 224290      J140                       STARTED
 224312      J140                      FINISHED
 224316      J69                      FINISHED
 224400      J141                      RELEASED
 224400      J141                       STARTED
 224422      J141                      FINISHED
 224500      J210                      RELEASED
 224500      J310                      RELEASED
 224500      J210                       STARTED
 224500      J510                      RELEASED
 224500      J410                      RELEASED
 224500      J610                      RELEASED
 224510      J142                      RELEASED
 224510      J142                       STARTED
 224532      J142                      FINISHED
 224572      J210                      FINISHED
 224572      J310                       STARTED
 224620      J143                      RELEASED
 224620      J143                       STARTED
 224642      J143                      FINISHED
 224644      J310                      FINISHED
 224644      J410                       STARTED
 224694      J510                       STARTED
 224694      J410                      FINISHED
 224730      J144                      RELEASED
 224730      J144                       STARTED
 224752      J144                      FINISHED
 224766      J510                      FINISHED
 224766      J610                       STARTED
 224816      J610                      FINISHED
 224840      J145                      RELEASED
 224840      J145                       STARTED
 224862      J145                      FINISHED
 224950      J146                      RELEASED
 224950      J146                       STARTED
 224972      J146                      FINISHED
 225000      J311                      RELEASED
 225000      J211                      RELEASED
 225000      J211                       STARTED
 225000      J411                      RELEASED
 225000      J511                      RELEASED
 225000      J611                      RELEASED
 225050      J311                       STARTED
 225050      J211                      FINISHED
 225060      J147                      RELEASED
 225060      J147                       STARTED
 225082      J147                      FINISHED
 225122      J311                      FINISHED
 225122      J411                       STARTED
 225170      J148                      RELEASED
 225170      J148                       STARTED
 225192      J148                      FINISHED
 225194      J411                      FINISHED
 225194      J511                       STARTED
 225244      J511                      FINISHED
 225244      J611                       STARTED
 225280      J149                      RELEASED
 225280      J149                       STARTED
 225302      J149                      FINISHED
 225316      J611                      FINISHED
 225390      J150                      RELEASED
 225390      J150                       STARTED
 225412      J150                      FINISHED
 225500      J11                      RELEASED
 225500      J11                       STARTED
 225500      J31                      RELEASED
 225500      J21                      RELEASED
 225500      J41                      RELEASED
 225500      J51                      RELEASED
 225500      J61                      RELEASED
 225522      J11                      FINISHED
 225522      J21                       STARTED
 225572      J31                       STARTED
 225572      J21                      FINISHED
 225610      J12                      RELEASED
 225610      J12                       STARTED
 225632      J12                      FINISHED
 225644      J31                      FINISHED
 225644      J41                       STARTED
 225694      J41                      FINISHED
 225694      J51                       STARTED
 225720      J13                      RELEASED
 225720      J13                       STARTED
 225742      J13                      FINISHED
 225766      J51                      FINISHED
 225766      J61                       STARTED
 225816      J61                      FINISHED
 225830      J14                      RELEASED
 225830      J14                       STARTED
 225852      J14                      FINISHED
 225940      J15                      RELEASED
 225940      J15                       STARTED
 225962      J15                      FINISHED
 226000      J22                      RELEASED
 226000      J22                       STARTED
 226000      J32                      RELEASED
 226000      J42                      RELEASED
 226000      J62                      RELEASED
 226000      J52                      RELEASED
 226050      J22                      FINISHED
 226050      J16                      RELEASED
 226050      J16                       STARTED
 226072      J16                      FINISHED
 226072      J32                       STARTED
 226122      J32                      FINISHED
 226122      J42                       STARTED
 226160      J17                      RELEASED
 226160      J17                       STARTED
 226182      J17                      FINISHED
 226194      J42                      FINISHED
 226194      J52                       STARTED
 226244      J62                       STARTED
 226244      J52                      FINISHED
 226270      J18                      RELEASED
 226270      J18                       STARTED
 226292      J18                      FINISHED
 226316      J62                      FINISHED
 226380      J19                      RELEASED
 226380      J19                       STARTED
 226402      J19                      FINISHED
 226490      J110                      RELEASED
 226490      J110                       STARTED
 226500      J33                      RELEASED
 226500      J23                      RELEASED
 226500      J43                      RELEASED
 226500      J53                      RELEASED
 226500      J63                      RELEASED
 226512      J110                      FINISHED
 226512      J23                       STARTED
 226562      J33                       STARTED
 226562      J23                      FINISHED
 226600      J111                      RELEASED
 226600      J111                       STARTED
 226622      J111                      FINISHED
 226634      J33                      FINISHED
 226634      J43                       STARTED
 226684      J43                      FINISHED
