[ TIME ] [ JOB ID ]                [ EVENT TYPE ]
  30470      J128                       STARTED
  30492      J128                      FINISHED
  30500      J37                      RELEASED
  30500      J27                      RELEASED
  30500      J27                       STARTED
  30500      J47                      RELEASED
  30500      J57                      RELEASED
  30500      J67                      RELEASED
  30550      J37                       STARTED
  30550      J27                      FINISHED
  30580      J129                      RELEASED
  30580      J129                       STARTED
  30602      J129                      FINISHED
  30622      J37                      FINISHED
  30622      J47                       STARTED
  30672      J47                      FINISHED
  30672      J57                       STARTED
  30690      J130                      RELEASED
  30690      J130                       STARTED
  30712      J130                      FINISHED
  30744      J57                      FINISHED
  30744      J67                       STARTED
  30794      J67                      FINISHED
  30800      J131                      RELEASED
  30800      J131                       STARTED
  30822      J131                      FINISHED
  30910      J132                      RELEASED
  30910      J132                       STARTED
  30932      J132                      FINISHED
  31000      J28                      RELEASED
  31000      J28                       STARTED
  31000      J38                      RELEASED
  31000      J48                      RELEASED
  31000      J58                      RELEASED
  31000      J68                      RELEASED
  31020      J133                      RELEASED
  31020      J133                       STARTED
  31042      J133                      FINISHED
  31072      J28                      FINISHED
  31072      J38                       STARTED
  31122      J38                      FINISHED
  31122      J48                       STARTED
  31130      J134                      RELEASED
  31130      J134                       STARTED
  31152      J134                      FINISHED
  31194      J48                      FINISHED
  31194      J58                       STARTED
  31240      J135                      RELEASED
  31240      J135                       STARTED
  31262      J135                      FINISHED
  31266      J58                      FINISHED
  31266      J68                       STARTED
  31316      J68                      FINISHED
  31350      J136                      RELEASED
  31350      J136                       STARTED
  31372      J136                      FINISHED
  31460      J137                      RELEASED
  31460      J137                       STARTED
  31482      J137                      FINISHED
  31500      J39                      RELEASED
  31500      J29                      RELEASED
  31500      J29                       STARTED
  31500      J49                      RELEASED
  31500      J59                      RELEASED
  31500      J69                      RELEASED
  31550      J39                       STARTED
  31550      J29                      FINISHED
  31570      J138                      RELEASED
  31570      J138                       STARTED
  31592      J138                      FINISHED
  31622      J39                      FINISHED
  31622      J49                       STARTED
  31672      J49                      FINISHED
  31672      J59                       STARTED
  31680      J139                      RELEASED
  31680      J139                       STARTED
  31702      J139                      FINISHED
  31744      J59                      FINISHED
  31744      J69                       STARTED
  31790      J140                      RELEASED
  31790      J140                       STARTED
  31812      J140                      FINISHED
  31816      J69                      FINISHED
  31900      J141                      RELEASED
  31900      J141                       STARTED
  31922      J141                      FINISHED
  32000      J210                      RELEASED
  32000      J310                      RELEASED
  32000      J210                       STARTED
  32000      J510                      RELEASED
  32000      J410                      RELEASED
  32000      J610                      RELEASED
  32010      J142                      RELEASED
  32010      J142                       STARTED
  32032      J142                      FINISHED
  32072      J210                      FINISHED
  32072      J310                       STARTED
  32120      J143                      RELEASED
  32120      J143                       STARTED
  32142      J143                      FINISHED
  32144      J310                      FINISHED
  32144      J410                       STARTED
  32194      J510                       STARTED
  32194      J410                      FINISHED
  32230      J144                      RELEASED
  32230      J144                       STARTED
  32252      J144                      FINISHED
  32266      J510                      FINISHED
  32266      J610                       STARTED
  32316      J610                      FINISHED
  32340      J145                      RELEASED
  32340      J145                       STARTED
  32362      J145                      FINISHED
  32450      J146                      RELEASED
  32450      J146                       STARTED
  32472      J146                      FINISHED
  32500      J311                      RELEASED
  32500      J211                      RELEASED
  32500      J211                       STARTED
  32500      J411                      RELEASED
  32500      J511                      RELEASED
  32500      J611                      RELEASED
  32550      J311                       STARTED
  32550      J211                      FINISHED
  32560      J147                      RELEASED
  32560      J147                       STARTED
  32582      J147                      FINISHED
  32622      J311                      FINISHED
  32622      J411                       STARTED
  32670      J148                      RELEASED
  32670      J148                       STARTED
  32692      J148                      FINISHED
  32694      J411                      FINISHED
  32694      J511                       STARTED
  32744      J511                      FINISHED
  32744      J611                       STARTED
  32780      J149                      RELEASED
  32780      J149                       STARTED
  32802      J149                      FINISHED
  32816      J611                      FINISHED
  32890      J150                      RELEASED
  32890      J150                       STARTED
  32912      J150                      FINISHED
  33000      J11                      RELEASED
  33000      J11                       STARTED
  33000      J31                      RELEASED
  33000      J21                      RELEASED
  33000      J41                      RELEASED
  33000      J51                      RELEASED
  33000      J61                      RELEASED
  33022      J11                      FINISHED
  33022      J21                       STARTED
  33072      J31                       STARTED
  33072      J21                      FINISHED
  33110      J12                      RELEASED
  33110      J12                       STARTED
  33132      J12                      FINISHED
  33144      J31                      FINISHED
  33144      J41                       STARTED
  33194      J41                      FINISHED
  33194      J51                       STARTED
  33220      J13                      RELEASED
  33220      J13                       STARTED
  33242      J13                      FINISHED
  33266      J51                      FINISHED
  33266      J61                       STARTED
  33316      J61                      FINISHED
  33330      J14                      RELEASED
  33330      J14                       STARTED
  33352      J14                      FINISHED
  33440      J15                      RELEASED
  33440      J15                       STARTED
  33462      J15                      FINISHED
  33500      J22                      RELEASED
  33500      J22                       STARTED
  33500      J32                      RELEASED
  33500      J42                      RELEASED
  33500      J62                      RELEASED
  33500      J52                      RELEASED
  33550      J22                      FINISHED
  33550      J16                      RELEASED
  33550      J16                       STARTED
  33572      J16                      FINISHED
  33572      J32                       STARTED
  33622      J32                      FINISHED
  33622      J42                       STARTED
  33660      J17                      RELEASED
  33660      J17                       STARTED
  33682      J17                      FINISHED
  33694      J42                      FINISHED
  33694      J52                       STARTED
  33744      J62                       STARTED
  33744      J52                      FINISHED
  33770      J18                      RELEASED
  33770      J18                       STARTED
  33792      J18                      FINISHED
  33816      J62                      FINISHED
  33880      J19                      RELEASED
  33880      J19                       STARTED
  33902      J19                      FINISHED
  33990      J110                      RELEASED
  33990      J110                       STARTED
  34000      J33                      RELEASED
  34000      J23                      RELEASED
  34000      J43                      RELEASED
  34000      J53                      RELEASED
  34000      J63                      RELEASED
  34012      J110                      FINISHED
  34012      J23                       STARTED
  34062      J33                       STARTED
  34062      J23                      FINISHED
  34100      J111                      RELEASED
  34100      J111                       STARTED
  34122      J111                      FINISHED
  34134      J33                      FINISHED
  34134      J43                       STARTED
  34184      J43                      FINISHED
  34184      J53                       STARTED
  34210      J112                      RELEASED
  34210      J112                       STARTED
  34232      J112                      FINISHED
  34256      J53                      FINISHED
  34256      J63                       STARTED
  34306      J63                      FINISHED
  34320      J113                      RELEASED
  34320      J113                       STARTED
  34342      J113                      FINISHED
  34430      J114                      RELEASED
  34430      J114                       STARTED
  34452      J114                      FINISHED
  34500      J24                      RELEASED
  34500      J24                       STARTED
  34500      J34                      RELEASED
  34500      J44                      RELEASED
  34500      J64                      RELEASED
  34500      J54                      RELEASED
  34540      J115                      RELEASED
  34540      J115                       STARTED
  34562      J115                      FINISHED
  34572      J24                      FINISHED
  34572      J34                       STARTED
  34622      J34                      FINISHED
  34622      J44                       STARTED
  34650      J116                      RELEASED
  34650      J116                       STARTED
  34672      J116                      FINISHED
  34694      J44                      FINISHED
  34694      J54                       STARTED
  34744      J64                       STARTED
  34744      J54                      FINISHED
  34760      J117                      RELEASED
  34760      J117                       STARTED
  34782      J117                      FINISHED
  34816      J64                      FINISHED
  34870      J118                      RELEASED
  34870      J118                       STARTED
  34892      J118                      FINISHED
  34980      J119                      RELEASED
  34980      J119                       STARTED
  35000      J35                      RELEASED
  35000      J25                      RELEASED
  35000      J45                      RELEASED
  35000      J55                      RELEASED
  35000      J65                      RELEASED
  35002      J119                      FINISHED
  35002      J25                       STARTED
  35052      J35                       STARTED
  35052      J25                      FINISHED
  35090      J120                      RELEASED
  35090      J120                       STARTED
  35112      J120                      FINISHED
  35124      J35                      FINISHED
  35124      J45                       STARTED
  35174      J45                      FINISHED
  35174      J55                       STARTED
  35200      J121                      RELEASED
  35200      J121                       STARTED
  35222      J121                      FINISHED
  35246      J55                      FINISHED
  35246      J65                       STARTED
  35296      J65                      FINISHED
  35310      J122                      RELEASED
  35310      J122                       STARTED
  35332      J122                      FINISHED
  35420      J123                      RELEASED
  35420      J123                       STARTED
  35442      J123                      FINISHED
  35500      J26                      RELEASED
  35500      J26                       STARTED
  35500      J36                      RELEASED
  35500      J46                      RELEASED
  35500      J56                      RELEASED
  35500      J66                      RELEASED
  35530      J124                      RELEASED
  35530      J124                       STARTED
  35552      J124                      FINISHED
  35572      J26                      FINISHED
  35572      J36                       STARTED
  35622      J36                      FINISHED
  35622      J46                       STARTED
  35640      J125                      RELEASED
  35640      J125                       STARTED
  35662      J125                      FINISHED
  35694      J46                      FINISHED
  35694      J56                       STARTED
  35744      J56                      FINISHED
  35744      J66                       STARTED
  35750      J126                      RELEASED
  35750      J126                       STARTED
  35772      J126                      FINISHED
  35816      J66                      FINISHED
  35860      J127                      RELEASED
  35860      J127                       STARTED
  35882      J127                      FINISHED
  35970      J128                      RELEASED
  35970      J128                       STARTED
  35992      J128                      FINISHED
  36000      J37                      RELEASED
  36000      J27                      RELEASED
  36000      J27                       STARTED
  36000      J47                      RELEASED
  36000      J57                      RELEASED
  36000      J67                      RELEASED
  36050      J37                       STARTED
  36050      J27                      FINISHED
  36080      J129                      RELEASED
  36080      J129                       STARTED
  36102      J129                      FINISHED
  36122      J37                      FINISHED
  36122      J47                       STARTED
  36172      J47                      FINISHED
  36172      J57                       STARTED
  36190      J130                      RELEASED
  36190      J130                       STARTED
  36212      J130                      FINISHED
  36244      J57                      FINISHED
  36244      J67                       STARTED
  36294      J67                      FINISHED
  36300      J131                      RELEASED
  36300      J131                       STARTED
  36322      J131                      FINISHED
  36410      J132                      RELEASED
  36410      J132                       STARTED
  36432      J132                      FINISHED
  36500      J28                      RELEASED
  36500      J28                       STARTED
  36500      J38                      RELEASED
  36500      J48                      RELEASED
  36500      J58                      RELEASED
  36500      J68                      RELEASED
  36520      J133                      RELEASED
  36520      J133                       STARTED
  36542      J133                      FINISHED
  36572      J28                      FINISHED
  36572      J38                       STARTED
  36622      J38                      FINISHED
  36622      J48                       STARTED
  36630      J134                      RELEASED
  36630      J134                       STARTED
  36652      J134                      FINISHED
  36694      J48                      FINISHED
  36694      J58                       STARTED
  36740      J135                      RELEASED
  36740      J135                       STARTED
  36762      J135                      FINISHED
  36766      J58                      FINISHED
  36766      J68                       STARTED
  36816      J68                      FINISHED
  36850      J136                      RELEASED
  36850      J136                       STARTED
  36872      J136                      FINISHED
  36960      J137                      RELEASED
  36960      J137                       STARTED
  36982      J137                      FINISHED
  37000      J39                      RELEASED
  37000      J29                      RELEASED
  37000      J29                       STARTED
  37000      J49                      RELEASED
  37000      J59                      RELEASED
  37000      J69                      RELEASED
  37050      J39                       STARTED
  37050      J29                      FINISHED
  37070      J138                      RELEASED
  37070      J138                       STARTED
  37092      J138                      FINISHED
  37122      J39                      FINISHED
  37122      J49                       STARTED
  37172      J49                      FINISHED
  37172      J59                       STARTED
  37180      J139                      RELEASED
  37180      J139                       STARTED
  37202      J139                      FINISHED
  37244      J59                      FINISHED
  37244      J69                       STARTED
  37290      J140                      RELEASED
  37290      J140                       STARTED
  37312      J140                      FINISHED
  37316      J69                      FINISHED
  37400      J141                      RELEASED
  37400      J141                       STARTED
  37422      J141                      FINISHED
  37500      J210                      RELEASED
  37500      J210                       STARTED
  37500      J310                      RELEASED
  37500      J510                      RELEASED
  37500      J410                      RELEASED
  37500      J610                      RELEASED
  37510      J142                      RELEASED
  37510      J142                       STARTED
  37532      J142                      FINISHED
  37572      J210                      FINISHED
  37572      J310                       STARTED
  37620      J143                      RELEASED
  37620      J143                       STARTED
  37642      J143                      FINISHED
  37644      J310                      FINISHED
  37644      J410                       STARTED
  37694      J510                       STARTED
  37694      J410                      FINISHED
  37730      J144                      RELEASED
  37730      J144                       STARTED
  37752      J144                      FINISHED
  37766      J510                      FINISHED
  37766      J610                       STARTED
  37816      J610                      FINISHED
  37840      J145                      RELEASED
  37840      J145                       STARTED
  37862      J145                      FINISHED
  37950      J146                      RELEASED
  37950      J146                       STARTED
  37972      J146                      FINISHED
  38000      J311                      RELEASED
  38000      J211                      RELEASED
  38000      J211                       STARTED
  38000      J411                      RELEASED
  38000      J511                      RELEASED
  38000      J611                      RELEASED
  38050      J311                       STARTED
  38050      J211                      FINISHED
  38060      J147                      RELEASED
  38060      J147                       STARTED
  38082      J147                      FINISHED
  38122      J311                      FINISHED
  38122      J411                       STARTED
  38170      J148                      RELEASED
  38170      J148                       STARTED
  38192      J148                      FINISHED
  38194      J411                      FINISHED
  38194      J511                       STARTED
  38244      J511                      FINISHED
  38244      J611                       STARTED
  38280      J149                      RELEASED
  38280      J149                       STARTED
  38302      J149                      FINISHED
  38316      J611                      FINISHED
  38390      J150                      RELEASED
  38390      J150                       STARTED
  38412      J150                      FINISHED
  38500      J11                      RELEASED
  38500      J11                       STARTED
  38500      J31                      RELEASED
  38500      J21                      RELEASED
  38500      J41                      RELEASED
  38500      J51                      RELEASED
  38500      J61                      RELEASED
  38522      J11                      FINISHED
  38522      J21                       STARTED
  38572      J31                       STARTED
  38572      J21                      FINISHED
  38610      J12                      RELEASED
  38610      J12                       STARTED
  38632      J12                      FINISHED
  38644      J31                      FINISHED
  38644      J41                       STARTED
  38694      J41                      FINISHED
  38694      J51                       STARTED
  38720      J13                      RELEASED
  38720      J13                       STARTED
  38742      J13                      FINISHED
  38766      J51                      FINISHED
  38766      J61                       STARTED
  38816      J61                      FINISHED
  38830      J14                      RELEASED
  38830      J14                       STARTED
  38852      J14                      FINISHED
  38940      J15                      RELEASED
  38940      J15                       STARTED
  38962      J15                      FINISHED
  39000      J22                      RELEASED
  39000      J22                       STARTED
  39000      J32                      RELEASED
  39000      J42                      RELEASED
  39000      J62                      RELEASED
  39000      J52                      RELEASED
  39050      J22                      FINISHED
  39050      J16                      RELEASED
  39050      J16                       STARTED
  39072      J16                      FINISHED
  39072      J32                       STARTED
  39122      J32                      FINISHED
  39122      J42                       STARTED
  39160      J17                      RELEASED
  39160      J17                       STARTED
  39182      J17                      FINISHED
  39194      J42                      FINISHED
  39194      J52                       STARTED
  39244      J62                       STARTED
  39244      J52                      FINISHED
  39270      J18                      RELEASED
  39270      J18                       STARTED
  39292      J18                      FINISHED
  39316      J62                      FINISHED
  39380      J19                      RELEASED
  39380      J19                       STARTED
  39402      J19                      FINISHED
  39490      J110                      RELEASED
  39490      J110                       STARTED
  39500      J33                      RELEASED
  39500      J23                      RELEASED
  39500      J43                      RELEASED
  39500      J53                      RELEASED
  39500      J63                      RELEASED
  39512      J110                      FINISHED
  39512      J23                       STARTED
  39562      J33                       STARTED
  39562      J23                      FINISHED
  39600      J111                      RELEASED
  39600      J111                       STARTED
  39622      J111                      FINISHED
  39634      J33                      FINISHED
  39634      J43                       STARTED
  39684      J43                      FINISHED
  39684      J53                       STARTED
  39710      J112                      RELEASED
  39710      J112                       STARTED
  39732      J112                      FINISHED
  39756      J53                      FINISHED
  39756      J63                       STARTED
  39806      J63                      FINISHED
  39820      J113                      RELEASED
  39820      J113                       STARTED
  39842      J113                      FINISHED
  39930      J114                      RELEASED
  39930      J114                       STARTED
  39952      J114                      FINISHED
  40000      J24                      RELEASED
  40000      J24                       STARTED
  40000      J34                      RELEASED
  40000      J44                      RELEASED
  40000      J64                      RELEASED
  40000      J54                      RELEASED
  40040      J115                      RELEASED
  40040      J115                       STARTED
  40062      J115                      FINISHED
  40072      J24                      FINISHED
  40072      J34                       STARTED
  40122      J34                      FINISHED
  40122      J44                       STARTED
  40150      J116                      RELEASED
  40150      J116                       STARTED
  40172      J116                      FINISHED
  40194      J44                      FINISHED
  40194      J54                       STARTED
  40244      J64                       STARTED
  40244      J54                      FINISHED
  40260      J117                      RELEASED
  40260      J117                       STARTED
  40282      J117                      FINISHED
  40316      J64                      FINISHED
  40370      J118                      RELEASED
  40370      J118                       STARTED
  40392      J118                      FINISHED
  40480      J119                      RELEASED
  40480      J119                       STARTED
  40500      J35                      RELEASED
  40500      J25                      RELEASED
  40500      J45                      RELEASED
  40500      J55                      RELEASED
  40500      J65                      RELEASED
  40502      J119                      FINISHED
  40502      J25                       STARTED
  40552      J25                      FINISHED
  40552      J35                       STARTED
  40590      J120                      RELEASED
  40590      J120                       STARTED
  40612      J120                      FINISHED
  40624      J35                      FINISHED
  40624      J45                       STARTED
  40674      J45                      FINISHED
  40674      J55                       STARTED
  40700      J121                      RELEASED
  40700      J121                       STARTED
  40722      J121                      FINISHED
  40746      J55                      FINISHED
  40746      J65                       STARTED
  40796      J65                      FINISHED
  40810      J122                      RELEASED
  40810      J122                       STARTED
  40832      J122                      FINISHED
  40920      J123                      RELEASED
  40920      J123                       STARTED
  40942      J123                      FINISHED
  41000      J26                      RELEASED
  41000      J36                      RELEASED
  41000      J46                      RELEASED
  41000      J26                       STARTED
  41000      J56                      RELEASED
  41000      J66                      RELEASED
  41030      J124                      RELEASED
  41030      J124                       STARTED
  41052      J124                      FINISHED
  41072      J26                      FINISHED
  41072      J36                       STARTED
  41122      J36                      FINISHED
  41122      J46                       STARTED
  41140      J125                      RELEASED
  41140      J125                       STARTED
  41162      J125                      FINISHED
  41194      J46                      FINISHED
  41194      J56                       STARTED
  41244      J56                      FINISHED
  41244      J66                       STARTED
  41250      J126                      RELEASED
  41250      J126                       STARTED
  41272      J126                      FINISHED
  41316      J66                      FINISHED
  41360      J127                      RELEASED
  41360      J127                       STARTED
  41382      J127                      FINISHED
  41470      J128                      RELEASED
  41470      J128                       STARTED
  41492      J128                      FINISHED
  41500      J37                      RELEASED
  41500      J27                      RELEASED
  41500      J27                       STARTED
  41500      J47                      RELEASED
  41500      J57                      RELEASED
  41500      J67                      RELEASED
  41550      J37                       STARTED
  41550      J27                      FINISHED
  41580      J129                      RELEASED
  41580      J129                       STARTED
  41602      J129                      FINISHED
  41622      J37                      FINISHED
  41622      J47                       STARTED
  41672      J47                      FINISHED
  41672      J57                       STARTED
  41690      J130                      RELEASED
  41690      J130                       STARTED
  41712      J130                      FINISHED
  41744      J57                      FINISHED
  41744      J67                       STARTED
  41794      J67                      FINISHED
  41800      J131                      RELEASED
  41800      J131                       STARTED
  41822      J131                      FINISHED
  41910      J132                      RELEASED
  41910      J132                       STARTED
  41932      J132                      FINISHED
  42000      J28                      RELEASED
  42000      J38                      RELEASED
  42000      J48                      RELEASED
  42000      J28                       STARTED
  42000      J58                      RELEASED
  42000      J68                      RELEASED
  42020      J133                      RELEASED
  42020      J133                       STARTED
  42042      J133                      FINISHED
  42072      J28                      FINISHED
  42072      J38                       STARTED
  42122      J38                      FINISHED
  42122      J48                       STARTED
  42130      J134                      RELEASED
  42130      J134                       STARTED
  42152      J134                      FINISHED
  42194      J48                      FINISHED
  42194      J58                       STARTED
  42240      J135                      RELEASED
  42240      J135                       STARTED
  42262      J135                      FINISHED
  42266      J58                      FINISHED
  42266      J68                       STARTED
  42316      J68                      FINISHED
  42350      J136                      RELEASED
  42350      J136                       STARTED
  42372      J136                      FINISHED
  42460      J137                      RELEASED
  42460      J137                       STARTED
  42482      J137                      FINISHED
  42500      J39                      RELEASED
  42500      J29                      RELEASED
  42500      J29                       STARTED
  42500      J49                      RELEASED
  42500      J59                      RELEASED
  42500      J69                      RELEASED
  42550      J39                       STARTED
  42550      J29                      FINISHED
  42570      J138                      RELEASED
  42570      J138                       STARTED
  42592      J138                      FINISHED
  42622      J39                      FINISHED
  42622      J49                       STARTED
  42672      J49                      FINISHED
  42672      J59                       STARTED
  42680      J139                      RELEASED
  42680      J139                       STARTED
  42702      J139                      FINISHED
  42744      J59                      FINISHED
  42744      J69                       STARTED
  42790      J140                      RELEASED
  42790      J140                       STARTED
  42812      J140                      FINISHED
  42816      J69                      FINISHED
  42900      J141                      RELEASED
  42900      J141                       STARTED
  42922      J141                      FINISHED
  43000      J210                      RELEASED
  43000      J310                      RELEASED
  43000      J210                       STARTED
  43000      J510                      RELEASED
  43000      J410                      RELEASED
  43000      J610                      RELEASED
  43010      J142                      RELEASED
  43010      J142                       STARTED
  43032      J142                      FINISHED
  43072      J210                      FINISHED
  43072      J310                       STARTED
  43120      J143                      RELEASED
  43120      J143                       STARTED
  43142      J143                      FINISHED
  43144      J310                      FINISHED
  43144      J410                       STARTED
  43194      J510                       STARTED
  43194      J410                      FINISHED
  43230      J144                      RELEASED
  43230      J144                       STARTED
  43252      J144                      FINISHED
  43266      J510                      FINISHED
  43266      J610                       STARTED
  43316      J610                      FINISHED
  43340      J145                      RELEASED
  43340      J145                       STARTED
  43362      J145                      FINISHED
  43450      J146                      RELEASED
  43450      J146                       STARTED
  43472      J146                      FINISHED
  43500      J311                      RELEASED
  43500      J211                      RELEASED
  43500      J211                       STARTED
  43500      J411                      RELEASED
  43500      J511                      RELEASED
  43500      J611                      RELEASED
  43550      J311                       STARTED
  43550      J211                      FINISHED
  43560      J147                      RELEASED
  43560      J147                       STARTED
  43582      J147                      FINISHED
  43622      J311                      FINISHED
  43622      J411                       STARTED
  43670      J148                      RELEASED
  43670      J148                       STARTED
  43692      J148                      FINISHED
  43694      J411                      FINISHED
  43694      J511                       STARTED
  43744      J511                      FINISHED
  43744      J611                       STARTED
  43780      J149                      RELEASED
  43780      J149                       STARTED
  43802      J149                      FINISHED
  43816      J611                      FINISHED
  43890      J150                      RELEASED
  43890      J150                       STARTED
  43912      J150                      FINISHED
  44000      J11                      RELEASED
  44000      J11                       STARTED
  44000      J31                      RELEASED
  44000      J21                      RELEASED
  44000      J41                      RELEASED
  44000      J51                      RELEASED
  44000      J61                      RELEASED
  44022      J11                      FINISHED
  44022      J21                       STARTED
  44072      J31                       STARTED
  44072      J21                      FINISHED
  44110      J12                      RELEASED
  44110      J12                       STARTED
  44132      J12                      FINISHED
  44144      J31                      FINISHED
  44144      J41                       STARTED
  44194      J41                      FINISHED
  44194      J51                       STARTED
  44220      J13                      RELEASED
  44220      J13                       STARTED
  44242      J13                      FINISHED
  44266      J51                      FINISHED
  44266      J61                       STARTED
  44316      J61                      FINISHED
  44330      J14                      RELEASED
  44330      J14                       STARTED
  44352      J14                      FINISHED
  44440      J15                      RELEASED
  44440      J15                       STARTED
  44462      J15                      FINISHED
  44500      J22                      RELEASED
  44500      J22                       STARTED
  44500      J32                      RELEASED
  44500      J42                      RELEASED
  44500      J62                      RELEASED
  44500      J52                      RELEASED
  44550      J22                      FINISHED
  44550      J16                      RELEASED
  44550      J16                       STARTED
  44572      J16                      FINISHED
  44572      J32                       STARTED
  44622      J32                      FINISHED
  44622      J42                       STARTED
  44660      J17                      RELEASED
  44660      J17                       STARTED
  44682      J17                      FINISHED
  44694      J42                      FINISHED
  44694      J52                       STARTED
  44744      J62                       STARTED
  44744      J52                      FINISHED
  44770      J18                      RELEASED
  44770      J18                       STARTED
  44792      J18                      FINISHED
  44816      J62                      FINISHED
  44880      J19                      RELEASED
  44880      J19                       STARTED
  44902      J19                      FINISHED
  44990      J110                      RELEASED
  44990      J110                       STARTED
  45000      J33                      RELEASED
  45000      J23                      RELEASED
  45000      J43                      RELEASED
  45000      J53                      RELEASED
  45000      J63                      RELEASED
  45012      J110                      FINISHED
  45012      J23                       STARTED
  45062      J23                      FINISHED
  45062      J33                       STARTED
  45100      J111                      RELEASED
  45100      J111                       STARTED
  45122      J111                      FINISHED
  45134      J33                      FINISHED
  45134      J43                       STARTED
  45184      J43                      FINISHED
  45184      J53                       STARTED
  45210      J112                      RELEASED
  45210      J112                       STARTED
  45232      J112                      FINISHED
  45256      J53                      FINISHED
  45256      J63                       STARTED
  45306      J63                      FINISHED
  45320      J113                      RELEASED
  45320      J113                       STARTED
  45342      J113                      FINISHED
  45430      J114                      RELEASED
  45430      J114                       STARTED
  45452      J114                      FINISHED
  45500      J24                      RELEASED
  45500      J24                       STARTED
  45500      J34                      RELEASED
  45500      J44                      RELEASED
  45500      J64                      RELEASED
  45500      J54                      RELEASED
  45540      J115                      RELEASED
  45540      J115                       STARTED
  45562      J115                      FINISHED
  45572      J24                      FINISHED
  45572      J34                       STARTED
  45622      J34                      FINISHED
  45622      J44                       STARTED
  45650      J116                      RELEASED
  45650      J116                       STARTED
  45672      J116                      FINISHED
  45694      J44                      FINISHED
  45694      J54                       STARTED
  45744      J64                       STARTED
  45744      J54                      FINISHED
  45760      J117                      RELEASED
  45760      J117                       STARTED
  45782      J117                      FINISHED
  45816      J64                      FINISHED
  45870      J118                      RELEASED
  45870      J118                       STARTED
  45892      J118                      FINISHED
  45980      J119                      RELEASED
  45980      J119                       STARTED
  46000      J35                      RELEASED
  46000      J25                      RELEASED
  46000      J45                      RELEASED
  46000      J55                      RELEASED
  46000      J65                      RELEASED
  46002      J119                      FINISHED
  46002      J25                       STARTED
  46052      J35                       STARTED
  46052      J25                      FINISHED
  46090      J120                      RELEASED
  46090      J120                       STARTED
  46112      J120                      FINISHED
  46124      J35                      FINISHED
  46124      J45                       STARTED
  46174      J45                      FINISHED
  46174      J55                       STARTED
  46200      J121                      RELEASED
  46200      J121                       STARTED
  46222      J121                      FINISHED
  46246      J55                      FINISHED
  46246      J65                       STARTED
  46296      J65                      FINISHED
  46310      J122                      RELEASED
  46310      J122                       STARTED
  46332      J122                      FINISHED
  46420      J123                      RELEASED
  46420      J123                       STARTED
  46442      J123                      FINISHED
  46500      J26                      RELEASED
  46500      J26                       STARTED
  46500      J36                      RELEASED
  46500      J46                      RELEASED
  46500      J56                      RELEASED
  46500      J66                      RELEASED
  46530      J124                      RELEASED
  46530      J124                       STARTED
  46552      J124                      FINISHED
  46572      J26                      FINISHED
  46572      J36                       STARTED
  46622      J36                      FINISHED
  46622      J46                       STARTED
  46640      J125                      RELEASED
  46640      J125                       STARTED
  46662      J125                      FINISHED
  46694      J46                      FINISHED
  46694      J56                       STARTED
  46744      J56                      FINISHED
  46744      J66                       STARTED
  46750      J126                      RELEASED
  46750      J126                       STARTED
  46772      J126                      FINISHED
  46816      J66                      FINISHED
  46860      J127                      RELEASED
  46860      J127                       STARTED
  46882      J127                      FINISHED
  46970      J128                      RELEASED
  46970      J128                       STARTED
  46992      J128                      FINISHED
  47000      J37                      RELEASED
