ECU0: LK, ECU1: CC
194930, ECU0: LK, 0
194930, ECU1: CC, 0
194940, ECU0: LK, 1
194940, ECU1: CC, 1
194950, ECU0: LK, 0
194950, ECU1: CC, 0
194960, ECU0: LK, 1
194960, ECU1: CC, 1
194970, ECU0: LK, 0
194970, ECU1: CC, 0
194980, ECU0: LK, 1
194980, ECU1: CC, 1
194990, ECU0: LK, 0
194990, ECU1: CC, 0
195000, ECU0: LK, 1
195000, ECU1: CC, 1
195010, ECU0: LK, 0
195010, ECU1: CC, 0
195020, ECU0: LK, 1
195020, ECU1: CC, 1
195030, ECU0: LK, 0
195030, ECU1: CC, 0
195040, ECU0: LK, 1
195040, ECU1: CC, 1
195050, ECU0: LK, 0
195050, ECU1: CC, 0
195060, ECU0: LK, 1
195060, ECU1: CC, 1
195070, ECU0: LK, 0
195070, ECU1: CC, 0
195080, ECU0: LK, 1
195080, ECU1: CC, 1
195090, ECU0: LK, 0
195090, ECU1: CC, 0
195100, ECU0: LK, 1
195100, ECU1: CC, 1
195110, ECU0: LK, 0
195110, ECU1: CC, 0
195120, ECU0: LK, 1
195120, ECU1: CC, 1
195130, ECU0: LK, 0
195130, ECU1: CC, 0
195140, ECU0: LK, 1
195140, ECU1: CC, 1
195150, ECU0: LK, 0
195150, ECU1: CC, 0
195160, ECU0: LK, 1
195160, ECU1: CC, 1
195170, ECU0: LK, 0
195170, ECU1: CC, 0
195180, ECU0: LK, 1
195180, ECU1: CC, 1
195190, ECU0: LK, 0
195190, ECU1: CC, 0
195200, ECU0: LK, 1
195200, ECU1: CC, 1
195210, ECU0: LK, 0
195210, ECU1: CC, 0
195220, ECU0: LK, 1
195220, ECU1: CC, 1
195230, ECU0: LK, 0
195230, ECU1: CC, 0
195240, ECU0: LK, 1
195240, ECU1: CC, 1
195250, ECU0: LK, 0
195250, ECU1: CC, 0
195260, ECU0: LK, 1
195260, ECU1: CC, 1
195270, ECU0: LK, 0
195270, ECU1: CC, 0
195280, ECU0: LK, 1
195280, ECU1: CC, 1
195290, ECU0: LK, 0
195290, ECU1: CC, 0
195300, ECU0: LK, 1
195300, ECU1: CC, 1
195310, ECU0: LK, 0
195310, ECU1: CC, 0
195320, ECU0: LK, 1
195320, ECU1: CC, 1
195330, ECU0: LK, 0
195330, ECU1: CC, 0
195340, ECU0: LK, 1
195340, ECU1: CC, 1
195350, ECU0: LK, 0
195350, ECU1: CC, 0
195360, ECU0: LK, 1
195360, ECU1: CC, 1
195370, ECU0: LK, 0
195370, ECU1: CC, 0
195380, ECU0: LK, 1
195380, ECU1: CC, 1
195390, ECU0: LK, 0
195390, ECU1: CC, 0
195400, ECU0: LK, 1
195400, ECU1: CC, 1
195410, ECU0: LK, 0
195410, ECU1: CC, 0
195420, ECU0: LK, 1
195420, ECU1: CC, 1
195430, ECU0: LK, 0
195430, ECU1: CC, 0
195440, ECU0: LK, 1
195440, ECU1: CC, 1
195450, ECU0: LK, 0
195450, ECU1: CC, 0
195460, ECU0: LK, 1
195460, ECU1: CC, 1
195470, ECU0: LK, 0
195470, ECU1: CC, 0
195480, ECU0: LK, 1
195480, ECU1: CC, 1
195490, ECU0: LK, 0
195490, ECU1: CC, 0
195500, ECU0: LK, 1
195500, ECU1: CC, 1
195510, ECU0: LK, 0
195510, ECU1: CC, 0
195520, ECU0: LK, 1
195520, ECU1: CC, 1
195530, ECU0: LK, 0
195530, ECU1: CC, 0
195540, ECU0: LK, 1
195540, ECU1: CC, 1
195550, ECU0: LK, 0
195550, ECU1: CC, 0
195560, ECU0: LK, 1
195560, ECU1: CC, 1
195570, ECU0: LK, 0
195570, ECU1: CC, 0
195580, ECU0: LK, 1
195580, ECU1: CC, 1
195590, ECU0: LK, 0
195590, ECU1: CC, 0
195600, ECU0: LK, 1
195600, ECU1: CC, 1
195610, ECU0: LK, 0
195610, ECU1: CC, 0
195620, ECU0: LK, 1
195620, ECU1: CC, 1
195630, ECU0: LK, 0
195630, ECU1: CC, 0
195640, ECU0: LK, 1
195640, ECU1: CC, 1
195650, ECU0: LK, 0
195650, ECU1: CC, 0
195660, ECU0: LK, 1
195660, ECU1: CC, 1
195670, ECU0: LK, 0
195670, ECU1: CC, 0
195680, ECU0: LK, 1
195680, ECU1: CC, 1
195690, ECU0: LK, 0
195690, ECU1: CC, 0
195700, ECU0: LK, 1
195700, ECU1: CC, 1
195710, ECU0: LK, 0
195710, ECU1: CC, 0
195720, ECU0: LK, 1
195720, ECU1: CC, 1
195730, ECU0: LK, 0
195730, ECU1: CC, 0
195740, ECU0: LK, 1
195740, ECU1: CC, 1
195750, ECU0: LK, 0
195750, ECU1: CC, 0
195760, ECU0: LK, 1
195760, ECU1: CC, 1
195770, ECU0: LK, 0
195770, ECU1: CC, 0
195780, ECU0: LK, 1
195780, ECU1: CC, 1
195790, ECU0: LK, 0
195790, ECU1: CC, 0
195800, ECU0: LK, 1
195800, ECU1: CC, 1
195810, ECU0: LK, 0
195810, ECU1: CC, 0
195820, ECU0: LK, 1
195820, ECU1: CC, 1
195830, ECU0: LK, 0
195830, ECU1: CC, 0
195840, ECU0: LK, 1
195840, ECU1: CC, 1
195850, ECU0: LK, 0
195850, ECU1: CC, 0
195860, ECU0: LK, 1
195860, ECU1: CC, 1
195870, ECU0: LK, 0
195870, ECU1: CC, 0
195880, ECU0: LK, 1
195880, ECU1: CC, 1
195890, ECU0: LK, 0
195890, ECU1: CC, 0
195900, ECU0: LK, 1
195900, ECU1: CC, 1
195910, ECU0: LK, 0
195910, ECU1: CC, 0
195920, ECU0: LK, 1
195920, ECU1: CC, 1
195930, ECU0: LK, 0
195930, ECU1: CC, 0
195940, ECU0: LK, 1
195940, ECU1: CC, 1
195950, ECU0: LK, 0
195950, ECU1: CC, 0
195960, ECU0: LK, 1
195960, ECU1: CC, 1
195970, ECU0: LK, 0
195970, ECU1: CC, 0
195980, ECU0: LK, 1
195980, ECU1: CC, 1
195990, ECU0: LK, 0
195990, ECU1: CC, 0
196000, ECU0: LK, 1
196000, ECU1: CC, 1
196010, ECU0: LK, 0
196010, ECU1: CC, 0
196020, ECU0: LK, 1
196020, ECU1: CC, 1
196030, ECU0: LK, 0
196030, ECU1: CC, 0
196040, ECU0: LK, 1
196040, ECU1: CC, 1
196050, ECU0: LK, 0
196050, ECU1: CC, 0
196060, ECU0: LK, 1
196060, ECU1: CC, 1
196070, ECU0: LK, 0
196070, ECU1: CC, 0
196080, ECU0: LK, 1
196080, ECU1: CC, 1
196090, ECU0: LK, 0
196090, ECU1: CC, 0
196100, ECU0: LK, 1
196100, ECU1: CC, 1
196110, ECU0: LK, 0
196110, ECU1: CC, 0
196120, ECU0: LK, 1
196120, ECU1: CC, 1
196130, ECU0: LK, 0
196130, ECU1: CC, 0
196140, ECU0: LK, 1
196140, ECU1: CC, 1
196150, ECU0: LK, 0
196150, ECU1: CC, 0
196160, ECU0: LK, 1
196160, ECU1: CC, 1
196170, ECU0: LK, 0
196170, ECU1: CC, 0
196180, ECU0: LK, 1
196180, ECU1: CC, 1
196190, ECU0: LK, 0
196190, ECU1: CC, 0
196200, ECU0: LK, 1
196200, ECU1: CC, 1
196210, ECU0: LK, 0
196210, ECU1: CC, 0
196220, ECU0: LK, 1
196220, ECU1: CC, 1
196230, ECU0: LK, 0
196230, ECU1: CC, 0
196240, ECU0: LK, 1
196240, ECU1: CC, 1
196250, ECU0: LK, 0
196250, ECU1: CC, 0
196260, ECU0: LK, 1
196260, ECU1: CC, 1
196270, ECU0: LK, 0
196270, ECU1: CC, 0
196280, ECU0: LK, 1
196280, ECU1: CC, 1
196290, ECU0: LK, 0
196290, ECU1: CC, 0
196300, ECU0: LK, 1
196300, ECU1: CC, 1
196310, ECU0: LK, 0
196310, ECU1: CC, 0
196320, ECU0: LK, 1
196320, ECU1: CC, 1
196330, ECU0: LK, 0
196330, ECU1: CC, 0
196340, ECU0: LK, 1
196340, ECU1: CC, 1
196350, ECU0: LK, 0
196350, ECU1: CC, 0
196360, ECU0: LK, 1
196360, ECU1: CC, 1
196370, ECU0: LK, 0
196370, ECU1: CC, 0
196380, ECU0: LK, 1
196380, ECU1: CC, 1
196390, ECU0: LK, 0
196390, ECU1: CC, 0
196400, ECU0: LK, 1
196400, ECU1: CC, 1
196410, ECU0: LK, 0
196410, ECU1: CC, 0
196420, ECU0: LK, 1
196420, ECU1: CC, 1
196430, ECU0: LK, 0
196430, ECU1: CC, 0
196440, ECU0: LK, 1
196440, ECU1: CC, 1
196450, ECU0: LK, 0
196450, ECU1: CC, 0
196460, ECU0: LK, 1
196460, ECU1: CC, 1
196470, ECU0: LK, 0
196470, ECU1: CC, 0
196480, ECU0: LK, 1
196480, ECU1: CC, 1
196490, ECU0: LK, 0
196490, ECU1: CC, 0
196500, ECU0: LK, 1
196500, ECU1: CC, 1
196510, ECU0: LK, 0
196510, ECU1: CC, 0
196520, ECU0: LK, 1
196520, ECU1: CC, 1
196530, ECU0: LK, 0
196530, ECU1: CC, 0
196540, ECU0: LK, 1
196540, ECU1: CC, 1
196550, ECU0: LK, 0
196550, ECU1: CC, 0
196560, ECU0: LK, 1
196560, ECU1: CC, 1
196570, ECU0: LK, 0
196570, ECU1: CC, 0
196580, ECU0: LK, 1
196580, ECU1: CC, 1
196590, ECU0: LK, 0
196590, ECU1: CC, 0
196600, ECU0: LK, 1
196600, ECU1: CC, 1
196610, ECU0: LK, 0
196610, ECU1: CC, 0
196620, ECU0: LK, 1
196620, ECU1: CC, 1
196630, ECU0: LK, 0
196630, ECU1: CC, 0
196640, ECU0: LK, 1
196640, ECU1: CC, 1
196650, ECU0: LK, 0
196650, ECU1: CC, 0
196660, ECU0: LK, 1
196660, ECU1: CC, 1
196670, ECU0: LK, 0
196670, ECU1: CC, 0
196680, ECU0: LK, 1
196680, ECU1: CC, 1
196690, ECU0: LK, 0
196690, ECU1: CC, 0
196700, ECU0: LK, 1
196700, ECU1: CC, 1
196710, ECU0: LK, 0
196710, ECU1: CC, 0
196720, ECU0: LK, 1
196720, ECU1: CC, 1
196730, ECU0: LK, 0
196730, ECU1: CC, 0
196740, ECU0: LK, 1
196740, ECU1: CC, 1
196750, ECU0: LK, 0
196750, ECU1: CC, 0
196760, ECU0: LK, 1
196760, ECU1: CC, 1
196770, ECU0: LK, 0
196770, ECU1: CC, 0
196780, ECU0: LK, 1
196780, ECU1: CC, 1
196790, ECU0: LK, 0
196790, ECU1: CC, 0
196800, ECU0: LK, 1
196800, ECU1: CC, 1
196810, ECU0: LK, 0
196810, ECU1: CC, 0
196820, ECU0: LK, 1
196820, ECU1: CC, 1
196830, ECU0: LK, 0
196830, ECU1: CC, 0
196840, ECU0: LK, 1
196840, ECU1: CC, 1
196850, ECU0: LK, 0
196850, ECU1: CC, 0
196860, ECU0: LK, 1
196860, ECU1: CC, 1
196870, ECU0: LK, 0
196870, ECU1: CC, 0
196880, ECU0: LK, 1
196880, ECU1: CC, 1
196890, ECU0: LK, 0
196890, ECU1: CC, 0
196900, ECU0: LK, 1
196900, ECU1: CC, 1
196910, ECU0: LK, 0
196910, ECU1: CC, 0
196920, ECU0: LK, 1
196920, ECU1: CC, 1
196930, ECU0: LK, 0
196930, ECU1: CC, 0
196940, ECU0: LK, 1
196940, ECU1: CC, 1
196950, ECU0: LK, 0
196950, ECU1: CC, 0
196960, ECU0: LK, 1
196960, ECU1: CC, 1
196970, ECU0: LK, 0
196970, ECU1: CC, 0
196980, ECU0: LK, 1
196980, ECU1: CC, 1
196990, ECU0: LK, 0
196990, ECU1: CC, 0
197000, ECU0: LK, 1
197000, ECU1: CC, 1
197010, ECU0: LK, 0
197010, ECU1: CC, 0
197020, ECU0: LK, 1
197020, ECU1: CC, 1
197030, ECU0: LK, 0
197030, ECU1: CC, 0
197040, ECU0: LK, 1
197040, ECU1: CC, 1
197050, ECU0: LK, 0
197050, ECU1: CC, 0
197060, ECU0: LK, 1
197060, ECU1: CC, 1
197070, ECU0: LK, 0
197070, ECU1: CC, 0
197080, ECU0: LK, 1
197080, ECU1: CC, 1
197090, ECU0: LK, 0
197090, ECU1: CC, 0
197100, ECU0: LK, 1
197100, ECU1: CC, 1
197110, ECU0: LK, 0
197110, ECU1: CC, 0
197120, ECU0: LK, 1
197120, ECU1: CC, 1
197130, ECU0: LK, 0
197130, ECU1: CC, 0
197140, ECU0: LK, 1
197140, ECU1: CC, 1
197150, ECU0: LK, 0
197150, ECU1: CC, 0
197160, ECU0: LK, 1
197160, ECU1: CC, 1
197170, ECU0: LK, 0
197170, ECU1: CC, 0
197180, ECU0: LK, 1
197180, ECU1: CC, 1
197190, ECU0: LK, 0
197190, ECU1: CC, 0
197200, ECU0: LK, 1
197200, ECU1: CC, 1
197210, ECU0: LK, 0
197210, ECU1: CC, 0
197220, ECU0: LK, 1
197220, ECU1: CC, 1
197230, ECU0: LK, 0
197230, ECU1: CC, 0
197240, ECU0: LK, 1
197240, ECU1: CC, 1
197250, ECU0: LK, 0
197250, ECU1: CC, 0
197260, ECU0: LK, 1
197260, ECU1: CC, 1
197270, ECU0: LK, 0
197270, ECU1: CC, 0
197280, ECU0: LK, 1
197280, ECU1: CC, 1
197290, ECU0: LK, 0
197290, ECU1: CC, 0
197300, ECU0: LK, 1
197300, ECU1: CC, 1
197310, ECU0: LK, 0
197310, ECU1: CC, 0
197320, ECU0: LK, 1
197320, ECU1: CC, 1
197330, ECU0: LK, 0
197330, ECU1: CC, 0
197340, ECU0: LK, 1
197340, ECU1: CC, 1
197350, ECU0: LK, 0
197350, ECU1: CC, 0
197360, ECU0: LK, 1
197360, ECU1: CC, 1
197370, ECU0: LK, 0
197370, ECU1: CC, 0
197380, ECU0: LK, 1
197380, ECU1: CC, 1
197390, ECU0: LK, 0
197390, ECU1: CC, 0
197400, ECU0: LK, 1
197400, ECU1: CC, 1
197410, ECU0: LK, 0
197410, ECU1: CC, 0
197420, ECU0: LK, 1
197420, ECU1: CC, 1
197430, ECU0: LK, 0
197430, ECU1: CC, 0
197440, ECU0: LK, 1
197440, ECU1: CC, 1
197450, ECU0: LK, 0
197450, ECU1: CC, 0
197460, ECU0: LK, 1
197460, ECU1: CC, 1
197470, ECU0: LK, 0
197470, ECU1: CC, 0
197480, ECU0: LK, 1
197480, ECU1: CC, 1
197490, ECU0: LK, 0
197490, ECU1: CC, 0
197500, ECU0: LK, 1
197500, ECU1: CC, 1
197510, ECU0: LK, 0
197510, ECU1: CC, 0
197520, ECU0: LK, 1
197520, ECU1: CC, 1
197530, ECU0: LK, 0
197530, ECU1: CC, 0
197540, ECU0: LK, 1
197540, ECU1: CC, 1
197550, ECU0: LK, 0
197550, ECU1: CC, 0
197560, ECU0: LK, 1
197560, ECU1: CC, 1
197570, ECU0: LK, 0
197570, ECU1: CC, 0
197580, ECU0: LK, 1
197580, ECU1: CC, 1
197590, ECU0: LK, 0
197590, ECU1: CC, 0
197600, ECU0: LK, 1
197600, ECU1: CC, 1
197610, ECU0: LK, 0
197610, ECU1: CC, 0
197620, ECU0: LK, 1
197620, ECU1: CC, 1
197630, ECU0: LK, 0
197630, ECU1: CC, 0
197640, ECU0: LK, 1
197640, ECU1: CC, 1
197650, ECU0: LK, 0
197650, ECU1: CC, 0
197660, ECU0: LK, 1
197660, ECU1: CC, 1
197670, ECU0: LK, 0
197670, ECU1: CC, 0
197680, ECU0: LK, 1
197680, ECU1: CC, 1
197690, ECU0: LK, 0
197690, ECU1: CC, 0
197700, ECU0: LK, 1
197700, ECU1: CC, 1
197710, ECU0: LK, 0
197710, ECU1: CC, 0
197720, ECU0: LK, 1
197720, ECU1: CC, 1
197730, ECU0: LK, 0
197730, ECU1: CC, 0
197740, ECU0: LK, 1
197740, ECU1: CC, 1
197750, ECU0: LK, 0
197750, ECU1: CC, 0
197760, ECU0: LK, 1
197760, ECU1: CC, 1
197770, ECU0: LK, 0
197770, ECU1: CC, 0
197780, ECU0: LK, 1
197780, ECU1: CC, 1
197790, ECU0: LK, 0
197790, ECU1: CC, 0
197800, ECU0: LK, 1
197800, ECU1: CC, 1
197810, ECU0: LK, 0
197810, ECU1: CC, 0
197820, ECU0: LK, 1
197820, ECU1: CC, 1
197830, ECU0: LK, 0
197830, ECU1: CC, 0
197840, ECU0: LK, 1
197840, ECU1: CC, 1
197850, ECU0: LK, 0
197850, ECU1: CC, 0
197860, ECU0: LK, 1
197860, ECU1: CC, 1
197870, ECU0: LK, 0
197870, ECU1: CC, 0
197880, ECU0: LK, 1
197880, ECU1: CC, 1
197890, ECU0: LK, 0
197890, ECU1: CC, 0
197900, ECU0: LK, 1
197900, ECU1: CC, 1
197910, ECU0: LK, 0
197910, ECU1: CC, 0
197920, ECU0: LK, 1
197920, ECU1: CC, 1
197930, ECU0: LK, 0
197930, ECU1: CC, 0
197940, ECU0: LK, 1
197940, ECU1: CC, 1
197950, ECU0: LK, 0
197950, ECU1: CC, 0
197960, ECU0: LK, 1
197960, ECU1: CC, 1
197970, ECU0: LK, 0
197970, ECU1: CC, 0
197980, ECU0: LK, 1
197980, ECU1: CC, 1
197990, ECU0: LK, 0
197990, ECU1: CC, 0
198000, ECU0: LK, 1
198000, ECU1: CC, 1
198010, ECU0: LK, 0
198010, ECU1: CC, 0
198020, ECU0: LK, 1
198020, ECU1: CC, 1
198030, ECU0: LK, 0
198030, ECU1: CC, 0
198040, ECU0: LK, 1
198040, ECU1: CC, 1
198050, ECU0: LK, 0
198050, ECU1: CC, 0
198060, ECU0: LK, 1
198060, ECU1: CC, 1
198070, ECU0: LK, 0
198070, ECU1: CC, 0
198080, ECU0: LK, 1
198080, ECU1: CC, 1
198090, ECU0: LK, 0
198090, ECU1: CC, 0
198100, ECU0: LK, 1
198100, ECU1: CC, 1
198110, ECU0: LK, 0
198110, ECU1: CC, 0
198120, ECU0: LK, 1
198120, ECU1: CC, 1
198130, ECU0: LK, 0
198130, ECU1: CC, 0
198140, ECU0: LK, 1
198140, ECU1: CC, 1
198150, ECU0: LK, 0
198150, ECU1: CC, 0
198160, ECU0: LK, 1
198160, ECU1: CC, 1
198170, ECU0: LK, 0
198170, ECU1: CC, 0
198180, ECU0: LK, 1
198180, ECU1: CC, 1
198190, ECU0: LK, 0
198190, ECU1: CC, 0
198200, ECU0: LK, 1
198200, ECU1: CC, 1
198210, ECU0: LK, 0
198210, ECU1: CC, 0
198220, ECU0: LK, 1
198220, ECU1: CC, 1
198230, ECU0: LK, 0
198230, ECU1: CC, 0
198240, ECU0: LK, 1
198240, ECU1: CC, 1
198250, ECU0: LK, 0
198250, ECU1: CC, 0
198260, ECU0: LK, 1
198260, ECU1: CC, 1
198270, ECU0: LK, 0
198270, ECU1: CC, 0
198280, ECU0: LK, 1
198280, ECU1: CC, 1
198290, ECU0: LK, 0
198290, ECU1: CC, 0
198300, ECU0: LK, 1
198300, ECU1: CC, 1
198310, ECU0: LK, 0
198310, ECU1: CC, 0
198320, ECU0: LK, 1
198320, ECU1: CC, 1
198330, ECU0: LK, 0
198330, ECU1: CC, 0
198340, ECU0: LK, 1
198340, ECU1: CC, 1
198350, ECU0: LK, 0
198350, ECU1: CC, 0
198360, ECU0: LK, 1
198360, ECU1: CC, 1
198370, ECU0: LK, 0
198370, ECU1: CC, 0
198380, ECU0: LK, 1
198380, ECU1: CC, 1
198390, ECU0: LK, 0
198390, ECU1: CC, 0
198400, ECU0: LK, 1
198400, ECU1: CC, 1
198410, ECU0: LK, 0
198410, ECU1: CC, 0
198420, ECU0: LK, 1
198420, ECU1: CC, 1
198430, ECU0: LK, 0
198430, ECU1: CC, 0
198440, ECU0: LK, 1
198440, ECU1: CC, 1
198450, ECU0: LK, 0
198450, ECU1: CC, 0
198460, ECU0: LK, 1
198460, ECU1: CC, 1
198470, ECU0: LK, 0
198470, ECU1: CC, 0
198480, ECU0: LK, 1
198480, ECU1: CC, 1
198490, ECU0: LK, 0
198490, ECU1: CC, 0
198500, ECU0: LK, 1
198500, ECU1: CC, 1
198510, ECU0: LK, 0
198510, ECU1: CC, 0
198520, ECU0: LK, 1
198520, ECU1: CC, 1
198530, ECU0: LK, 0
198530, ECU1: CC, 0
198540, ECU0: LK, 1
198540, ECU1: CC, 1
198550, ECU0: LK, 0
198550, ECU1: CC, 0
198560, ECU0: LK, 1
198560, ECU1: CC, 1
198570, ECU0: LK, 0
198570, ECU1: CC, 0
198580, ECU0: LK, 1
198580, ECU1: CC, 1
198590, ECU0: LK, 0
198590, ECU1: CC, 0
198600, ECU0: LK, 1
198600, ECU1: CC, 1
198610, ECU0: LK, 0
198610, ECU1: CC, 0
198620, ECU0: LK, 1
198620, ECU1: CC, 1
198630, ECU0: LK, 0
198630, ECU1: CC, 0
198640, ECU0: LK, 1
198640, ECU1: CC, 1
198650, ECU0: LK, 0
198650, ECU1: CC, 0
198660, ECU0: LK, 1
198660, ECU1: CC, 1
198670, ECU0: LK, 0
198670, ECU1: CC, 0
198680, ECU0: LK, 1
198680, ECU1: CC, 1
198690, ECU0: LK, 0
198690, ECU1: CC, 0
198700, ECU0: LK, 1
198700, ECU1: CC, 1
198710, ECU0: LK, 0
198710, ECU1: CC, 0
198720, ECU0: LK, 1
198720, ECU1: CC, 1
198730, ECU0: LK, 0
198730, ECU1: CC, 0
198740, ECU0: LK, 1
198740, ECU1: CC, 1
198750, ECU0: LK, 0
198750, ECU1: CC, 0
198760, ECU0: LK, 1
198760, ECU1: CC, 1
198770, ECU0: LK, 0
198770, ECU1: CC, 0
198780, ECU0: LK, 1
198780, ECU1: CC, 1
198790, ECU0: LK, 0
198790, ECU1: CC, 0
198800, ECU0: LK, 1
198800, ECU1: CC, 1
198810, ECU0: LK, 0
198810, ECU1: CC, 0
198820, ECU0: LK, 1
198820, ECU1: CC, 1
198830, ECU0: LK, 0
198830, ECU1: CC, 0
198840, ECU0: LK, 1
198840, ECU1: CC, 1
198850, ECU0: LK, 0
198850, ECU1: CC, 0
198860, ECU0: LK, 1
198860, ECU1: CC, 1
198870, ECU0: LK, 0
198870, ECU1: CC, 0
198880, ECU0: LK, 1
198880, ECU1: CC, 1
198890, ECU0: LK, 0
198890, ECU1: CC, 0
198900, ECU0: LK, 1
198900, ECU1: CC, 1
198910, ECU0: LK, 0
198910, ECU1: CC, 0
198920, ECU0: LK, 1
198920, ECU1: CC, 1
198930, ECU0: LK, 0
198930, ECU1: CC, 0
198940, ECU0: LK, 1
198940, ECU1: CC, 1
198950, ECU0: LK, 0
198950, ECU1: CC, 0
198960, ECU0: LK, 1
198960, ECU1: CC, 1
198970, ECU0: LK, 0
198970, ECU1: CC, 0
198980, ECU0: LK, 1
198980, ECU1: CC, 1
198990, ECU0: LK, 0
198990, ECU1: CC, 0
199000, ECU0: LK, 1
199000, ECU1: CC, 1
199010, ECU0: LK, 0
199010, ECU1: CC, 0
199020, ECU0: LK, 1
199020, ECU1: CC, 1
199030, ECU0: LK, 0
199030, ECU1: CC, 0
199040, ECU0: LK, 1
199040, ECU1: CC, 1
199050, ECU0: LK, 0
199050, ECU1: CC, 0
199060, ECU0: LK, 1
199060, ECU1: CC, 1
199070, ECU0: LK, 0
199070, ECU1: CC, 0
199080, ECU0: LK, 1
199080, ECU1: CC, 1
199090, ECU0: LK, 0
199090, ECU1: CC, 0
199100, ECU0: LK, 1
199100, ECU1: CC, 1
199110, ECU0: LK, 0
199110, ECU1: CC, 0
199120, ECU0: LK, 1
199120, ECU1: CC, 1
199130, ECU0: LK, 0
199130, ECU1: CC, 0
199140, ECU0: LK, 1
199140, ECU1: CC, 1
199150, ECU0: LK, 0
199150, ECU1: CC, 0
199160, ECU0: LK, 1
199160, ECU1: CC, 1
199170, ECU0: LK, 0
199170, ECU1: CC, 0
199180, ECU0: LK, 1
199180, ECU1: CC, 1
199190, ECU0: LK, 0
199190, ECU1: CC, 0
199200, ECU0: LK, 1
199200, ECU1: CC, 1
199210, ECU0: LK, 0
199210, ECU1: CC, 0
199220, ECU0: LK, 1
199220, ECU1: CC, 1
199230, ECU0: LK, 0
199230, ECU1: CC, 0
199240, ECU0: LK, 1
199240, ECU1: CC, 1
199250, ECU0: LK, 0
199250, ECU1: CC, 0
199260, ECU0: LK, 1
199260, ECU1: CC, 1
199270, ECU0: LK, 0
199270, ECU1: CC, 0
199280, ECU0: LK, 1
199280, ECU1: CC, 1
199290, ECU0: LK, 0
199290, ECU1: CC, 0
199300, ECU0: LK, 1
199300, ECU1: CC, 1
199310, ECU0: LK, 0
199310, ECU1: CC, 0
199320, ECU0: LK, 1
199320, ECU1: CC, 1
199330, ECU0: LK, 0
199330, ECU1: CC, 0
199340, ECU0: LK, 1
199340, ECU1: CC, 1
199350, ECU0: LK, 0
199350, ECU1: CC, 0
199360, ECU0: LK, 1
199360, ECU1: CC, 1
199370, ECU0: LK, 0
199370, ECU1: CC, 0
199380, ECU0: LK, 1
199380, ECU1: CC, 1
199390, ECU0: LK, 0
199390, ECU1: CC, 0
199400, ECU0: LK, 1
199400, ECU1: CC, 1
199410, ECU0: LK, 0
199410, ECU1: CC, 0
199420, ECU0: LK, 1
199420, ECU1: CC, 1
199430, ECU0: LK, 0
199430, ECU1: CC, 0
199440, ECU0: LK, 1
199440, ECU1: CC, 1
199450, ECU0: LK, 0
199450, ECU1: CC, 0
199460, ECU0: LK, 1
199460, ECU1: CC, 1
199470, ECU0: LK, 0
199470, ECU1: CC, 0
199480, ECU0: LK, 1
199480, ECU1: CC, 1
199490, ECU0: LK, 0
199490, ECU1: CC, 0
199500, ECU0: LK, 1
199500, ECU1: CC, 1
199510, ECU0: LK, 0
199510, ECU1: CC, 0
199520, ECU0: LK, 1
199520, ECU1: CC, 1
199530, ECU0: LK, 0
199530, ECU1: CC, 0
199540, ECU0: LK, 1
199540, ECU1: CC, 1
199550, ECU0: LK, 0
199550, ECU1: CC, 0
199560, ECU0: LK, 1
199560, ECU1: CC, 1
199570, ECU0: LK, 0
199570, ECU1: CC, 0
199580, ECU0: LK, 1
199580, ECU1: CC, 1
199590, ECU0: LK, 0
199590, ECU1: CC, 0
199600, ECU0: LK, 1
199600, ECU1: CC, 1
199610, ECU0: LK, 0
199610, ECU1: CC, 0
199620, ECU0: LK, 1
199620, ECU1: CC, 1
199630, ECU0: LK, 0
199630, ECU1: CC, 0
199640, ECU0: LK, 1
199640, ECU1: CC, 1
199650, ECU0: LK, 0
199650, ECU1: CC, 0
199660, ECU0: LK, 1
199660, ECU1: CC, 1
199670, ECU0: LK, 0
199670, ECU1: CC, 0
199680, ECU0: LK, 1
199680, ECU1: CC, 1
199690, ECU0: LK, 0
199690, ECU1: CC, 0
199700, ECU0: LK, 1
199700, ECU1: CC, 1
199710, ECU0: LK, 0
199710, ECU1: CC, 0
199720, ECU0: LK, 1
199720, ECU1: CC, 1
199730, ECU0: LK, 0
199730, ECU1: CC, 0
199740, ECU0: LK, 1
199740, ECU1: CC, 1
199750, ECU0: LK, 0
199750, ECU1: CC, 0
199760, ECU0: LK, 1
199760, ECU1: CC, 1
199770, ECU0: LK, 0
199770, ECU1: CC, 0
199780, ECU0: LK, 1
199780, ECU1: CC, 1
199790, ECU0: LK, 0
199790, ECU1: CC, 0
199800, ECU0: LK, 1
199800, ECU1: CC, 1
199810, ECU0: LK, 0
199810, ECU1: CC, 0
199820, ECU0: LK, 1
199820, ECU1: CC, 1
199830, ECU0: LK, 0
199830, ECU1: CC, 0
199840, ECU0: LK, 1
199840, ECU1: CC, 1
199850, ECU0: LK, 0
199850, ECU1: CC, 0
199860, ECU0: LK, 1
199860, ECU1: CC, 1
199870, ECU0: LK, 0
199870, ECU1: CC, 0
199880, ECU0: LK, 1
199880, ECU1: CC, 1
199890, ECU0: LK, 0
199890, ECU1: CC, 0
199900, ECU0: LK, 1
199900, ECU1: CC, 1
199910, ECU0: LK, 0
199910, ECU1: CC, 0
