ECU0: LK, ECU1: CC
51210, ECU1: CC, 0
51220, ECU0: LK, 1
51220, ECU1: CC, 1
51230, ECU0: LK, 0
51230, ECU1: CC, 0
51240, ECU0: LK, 1
51240, ECU1: CC, 1
51250, ECU0: LK, 0
51250, ECU1: CC, 0
51260, ECU0: LK, 1
51260, ECU1: CC, 1
51270, ECU0: LK, 0
51270, ECU1: CC, 0
51280, ECU0: LK, 1
51280, ECU1: CC, 1
51290, ECU0: LK, 0
51290, ECU1: CC, 0
51300, ECU0: LK, 1
51300, ECU1: CC, 1
51310, ECU0: LK, 0
51310, ECU1: CC, 0
51320, ECU0: LK, 1
51320, ECU1: CC, 1
51330, ECU0: LK, 0
51330, ECU1: CC, 0
51340, ECU0: LK, 1
51340, ECU1: CC, 1
51350, ECU0: LK, 0
51350, ECU1: CC, 0
51360, ECU0: LK, 1
51360, ECU1: CC, 1
51370, ECU0: LK, 0
51370, ECU1: CC, 0
51380, ECU0: LK, 1
51380, ECU1: CC, 1
51390, ECU0: LK, 0
51390, ECU1: CC, 0
51400, ECU0: LK, 1
51400, ECU1: CC, 1
51410, ECU0: LK, 0
51410, ECU1: CC, 0
51420, ECU0: LK, 1
51420, ECU1: CC, 1
51430, ECU0: LK, 0
51430, ECU1: CC, 0
51440, ECU0: LK, 1
51440, ECU1: CC, 1
51450, ECU0: LK, 0
51450, ECU1: CC, 0
51460, ECU0: LK, 1
51460, ECU1: CC, 1
51470, ECU0: LK, 0
51470, ECU1: CC, 0
51480, ECU0: LK, 1
51480, ECU1: CC, 1
51490, ECU0: LK, 0
51490, ECU1: CC, 0
51500, ECU0: LK, 1
51500, ECU1: CC, 1
51510, ECU0: LK, 0
51510, ECU1: CC, 0
51520, ECU0: LK, 1
51520, ECU1: CC, 1
51530, ECU0: LK, 0
51530, ECU1: CC, 0
51540, ECU0: LK, 1
51540, ECU1: CC, 1
51550, ECU0: LK, 0
51550, ECU1: CC, 0
51560, ECU0: LK, 1
51560, ECU1: CC, 1
51570, ECU0: LK, 0
51570, ECU1: CC, 0
51580, ECU0: LK, 1
51580, ECU1: CC, 1
51590, ECU0: LK, 0
51590, ECU1: CC, 0
51600, ECU0: LK, 1
51600, ECU1: CC, 1
51610, ECU0: LK, 0
51610, ECU1: CC, 0
51620, ECU0: LK, 1
51620, ECU1: CC, 1
51630, ECU0: LK, 0
51630, ECU1: CC, 0
51640, ECU0: LK, 1
51640, ECU1: CC, 1
51650, ECU0: LK, 0
51650, ECU1: CC, 0
51660, ECU0: LK, 1
51660, ECU1: CC, 1
51670, ECU0: LK, 0
51670, ECU1: CC, 0
51680, ECU0: LK, 1
51680, ECU1: CC, 1
51690, ECU0: LK, 0
51690, ECU1: CC, 0
51700, ECU0: LK, 1
51700, ECU1: CC, 1
51710, ECU0: LK, 0
51710, ECU1: CC, 0
51720, ECU0: LK, 1
51720, ECU1: CC, 1
51730, ECU0: LK, 0
51730, ECU1: CC, 0
51740, ECU0: LK, 1
51740, ECU1: CC, 1
51750, ECU0: LK, 0
51750, ECU1: CC, 0
51760, ECU0: LK, 1
51760, ECU1: CC, 1
51770, ECU0: LK, 0
51770, ECU1: CC, 0
51780, ECU0: LK, 1
51780, ECU1: CC, 1
51790, ECU0: LK, 0
51790, ECU1: CC, 0
51800, ECU0: LK, 1
51800, ECU1: CC, 1
51810, ECU0: LK, 0
51810, ECU1: CC, 0
51820, ECU0: LK, 1
51820, ECU1: CC, 1
51830, ECU0: LK, 0
51830, ECU1: CC, 0
51840, ECU0: LK, 1
51840, ECU1: CC, 1
51850, ECU0: LK, 0
51850, ECU1: CC, 0
51860, ECU0: LK, 1
51860, ECU1: CC, 1
51870, ECU0: LK, 0
51870, ECU1: CC, 0
51880, ECU0: LK, 1
51880, ECU1: CC, 1
51890, ECU0: LK, 0
51890, ECU1: CC, 0
51900, ECU0: LK, 1
51900, ECU1: CC, 1
51910, ECU0: LK, 0
51910, ECU1: CC, 0
51920, ECU0: LK, 1
51920, ECU1: CC, 1
51930, ECU0: LK, 0
51930, ECU1: CC, 0
51940, ECU0: LK, 1
51940, ECU1: CC, 1
51950, ECU0: LK, 0
51950, ECU1: CC, 0
51960, ECU0: LK, 1
51960, ECU1: CC, 1
51970, ECU0: LK, 0
51970, ECU1: CC, 0
51980, ECU0: LK, 1
51980, ECU1: CC, 1
51990, ECU0: LK, 0
51990, ECU1: CC, 0
52000, ECU0: LK, 1
52000, ECU1: CC, 1
52010, ECU0: LK, 0
52010, ECU1: CC, 0
52020, ECU0: LK, 1
52020, ECU1: CC, 1
52030, ECU0: LK, 0
52030, ECU1: CC, 0
52040, ECU0: LK, 1
52040, ECU1: CC, 1
52050, ECU0: LK, 0
52050, ECU1: CC, 0
52060, ECU0: LK, 1
52060, ECU1: CC, 1
52070, ECU0: LK, 0
52070, ECU1: CC, 0
52080, ECU0: LK, 1
52080, ECU1: CC, 1
52090, ECU0: LK, 0
52090, ECU1: CC, 0
52100, ECU0: LK, 1
52100, ECU1: CC, 1
52110, ECU0: LK, 0
52110, ECU1: CC, 0
52120, ECU0: LK, 1
52120, ECU1: CC, 1
52130, ECU0: LK, 0
52130, ECU1: CC, 0
52140, ECU0: LK, 1
52140, ECU1: CC, 1
52150, ECU0: LK, 0
52150, ECU1: CC, 0
52160, ECU0: LK, 1
52160, ECU1: CC, 1
52170, ECU0: LK, 0
52170, ECU1: CC, 0
52180, ECU0: LK, 1
52180, ECU1: CC, 1
52190, ECU0: LK, 0
52190, ECU1: CC, 0
52200, ECU0: LK, 1
52200, ECU1: CC, 1
52210, ECU0: LK, 0
52210, ECU1: CC, 0
52220, ECU0: LK, 1
52220, ECU1: CC, 1
52230, ECU0: LK, 0
52230, ECU1: CC, 0
52240, ECU0: LK, 1
52240, ECU1: CC, 1
52250, ECU0: LK, 0
52250, ECU1: CC, 0
52260, ECU0: LK, 1
52260, ECU1: CC, 1
52270, ECU0: LK, 0
52270, ECU1: CC, 0
52280, ECU0: LK, 1
52280, ECU1: CC, 1
52290, ECU0: LK, 0
52290, ECU1: CC, 0
52300, ECU0: LK, 1
52300, ECU1: CC, 1
52310, ECU0: LK, 0
52310, ECU1: CC, 0
52320, ECU0: LK, 1
52320, ECU1: CC, 1
52330, ECU0: LK, 0
52330, ECU1: CC, 0
52340, ECU0: LK, 1
52340, ECU1: CC, 1
52350, ECU0: LK, 0
52350, ECU1: CC, 0
52360, ECU0: LK, 1
52360, ECU1: CC, 1
52370, ECU0: LK, 0
52370, ECU1: CC, 0
52380, ECU0: LK, 1
52380, ECU1: CC, 1
52390, ECU0: LK, 0
52390, ECU1: CC, 0
52400, ECU0: LK, 1
52400, ECU1: CC, 1
52410, ECU0: LK, 0
52410, ECU1: CC, 0
52420, ECU0: LK, 1
52420, ECU1: CC, 1
52430, ECU0: LK, 0
52430, ECU1: CC, 0
52440, ECU0: LK, 1
52440, ECU1: CC, 1
52450, ECU0: LK, 0
52450, ECU1: CC, 0
52460, ECU0: LK, 1
52460, ECU1: CC, 1
52470, ECU0: LK, 0
52470, ECU1: CC, 0
52480, ECU0: LK, 1
52480, ECU1: CC, 1
52490, ECU0: LK, 0
52490, ECU1: CC, 0
52500, ECU0: LK, 1
52500, ECU1: CC, 1
52510, ECU0: LK, 0
52510, ECU1: CC, 0
52520, ECU0: LK, 1
52520, ECU1: CC, 1
52530, ECU0: LK, 0
52530, ECU1: CC, 0
52540, ECU0: LK, 1
52540, ECU1: CC, 1
52550, ECU0: LK, 0
52550, ECU1: CC, 0
52560, ECU0: LK, 1
52560, ECU1: CC, 1
52570, ECU0: LK, 0
52570, ECU1: CC, 0
52580, ECU0: LK, 1
52580, ECU1: CC, 1
52590, ECU0: LK, 0
52590, ECU1: CC, 0
52600, ECU0: LK, 1
52600, ECU1: CC, 1
52610, ECU0: LK, 0
52610, ECU1: CC, 0
52620, ECU0: LK, 1
52620, ECU1: CC, 1
52630, ECU0: LK, 0
52630, ECU1: CC, 0
52640, ECU0: LK, 1
52640, ECU1: CC, 1
52650, ECU0: LK, 0
52650, ECU1: CC, 0
52660, ECU0: LK, 1
52660, ECU1: CC, 1
52670, ECU0: LK, 0
52670, ECU1: CC, 0
52680, ECU0: LK, 1
52680, ECU1: CC, 1
52690, ECU0: LK, 0
52690, ECU1: CC, 0
52700, ECU0: LK, 1
52700, ECU1: CC, 1
52710, ECU0: LK, 0
52710, ECU1: CC, 0
52720, ECU0: LK, 1
52720, ECU1: CC, 1
52730, ECU0: LK, 0
52730, ECU1: CC, 0
52740, ECU0: LK, 1
52740, ECU1: CC, 1
52750, ECU0: LK, 0
52750, ECU1: CC, 0
52760, ECU0: LK, 1
52760, ECU1: CC, 1
52770, ECU0: LK, 0
52770, ECU1: CC, 0
52780, ECU0: LK, 1
52780, ECU1: CC, 1
52790, ECU0: LK, 0
52790, ECU1: CC, 0
52800, ECU0: LK, 1
52800, ECU1: CC, 1
52810, ECU0: LK, 0
52810, ECU1: CC, 0
52820, ECU0: LK, 1
52820, ECU1: CC, 1
52830, ECU0: LK, 0
52830, ECU1: CC, 0
52840, ECU0: LK, 1
52840, ECU1: CC, 1
52850, ECU0: LK, 0
52850, ECU1: CC, 0
52860, ECU0: LK, 1
52860, ECU1: CC, 1
52870, ECU0: LK, 0
52870, ECU1: CC, 0
52880, ECU0: LK, 1
52880, ECU1: CC, 1
52890, ECU0: LK, 0
52890, ECU1: CC, 0
52900, ECU0: LK, 1
52900, ECU1: CC, 1
52910, ECU0: LK, 0
52910, ECU1: CC, 0
52920, ECU0: LK, 1
52920, ECU1: CC, 1
52930, ECU0: LK, 0
52930, ECU1: CC, 0
52940, ECU0: LK, 1
52940, ECU1: CC, 1
52950, ECU0: LK, 0
52950, ECU1: CC, 0
52960, ECU0: LK, 1
52960, ECU1: CC, 1
52970, ECU0: LK, 0
52970, ECU1: CC, 0
52980, ECU0: LK, 1
52980, ECU1: CC, 1
52990, ECU0: LK, 0
52990, ECU1: CC, 0
53000, ECU0: LK, 1
53000, ECU1: CC, 1
53010, ECU0: LK, 0
53010, ECU1: CC, 0
53020, ECU0: LK, 1
53020, ECU1: CC, 1
53030, ECU0: LK, 0
53030, ECU1: CC, 0
53040, ECU0: LK, 1
53040, ECU1: CC, 1
53050, ECU0: LK, 0
53050, ECU1: CC, 0
53060, ECU0: LK, 1
53060, ECU1: CC, 1
53070, ECU0: LK, 0
53070, ECU1: CC, 0
53080, ECU0: LK, 1
53080, ECU1: CC, 1
53090, ECU0: LK, 0
53090, ECU1: CC, 0
53100, ECU0: LK, 1
53100, ECU1: CC, 1
53110, ECU0: LK, 0
53110, ECU1: CC, 0
53120, ECU0: LK, 1
53120, ECU1: CC, 1
53130, ECU0: LK, 0
53130, ECU1: CC, 0
53140, ECU0: LK, 1
53140, ECU1: CC, 1
53150, ECU0: LK, 0
53150, ECU1: CC, 0
53160, ECU0: LK, 1
53160, ECU1: CC, 1
53170, ECU0: LK, 0
53170, ECU1: CC, 0
53180, ECU0: LK, 1
53180, ECU1: CC, 1
53190, ECU0: LK, 0
53190, ECU1: CC, 0
53200, ECU0: LK, 1
53200, ECU1: CC, 1
53210, ECU0: LK, 0
53210, ECU1: CC, 0
53220, ECU0: LK, 1
53220, ECU1: CC, 1
53230, ECU0: LK, 0
53230, ECU1: CC, 0
53240, ECU0: LK, 1
53240, ECU1: CC, 1
53250, ECU0: LK, 0
53250, ECU1: CC, 0
53260, ECU0: LK, 1
53260, ECU1: CC, 1
53270, ECU0: LK, 0
53270, ECU1: CC, 0
53280, ECU0: LK, 1
53280, ECU1: CC, 1
53290, ECU0: LK, 0
53290, ECU1: CC, 0
53300, ECU0: LK, 1
53300, ECU1: CC, 1
53310, ECU0: LK, 0
53310, ECU1: CC, 0
53320, ECU0: LK, 1
53320, ECU1: CC, 1
53330, ECU0: LK, 0
53330, ECU1: CC, 0
53340, ECU0: LK, 1
53340, ECU1: CC, 1
53350, ECU0: LK, 0
53350, ECU1: CC, 0
53360, ECU0: LK, 1
53360, ECU1: CC, 1
53370, ECU0: LK, 0
53370, ECU1: CC, 0
53380, ECU0: LK, 1
53380, ECU1: CC, 1
53390, ECU0: LK, 0
53390, ECU1: CC, 0
53400, ECU0: LK, 1
53400, ECU1: CC, 1
53410, ECU0: LK, 0
53410, ECU1: CC, 0
53420, ECU0: LK, 1
53420, ECU1: CC, 1
53430, ECU0: LK, 0
53430, ECU1: CC, 0
53440, ECU0: LK, 1
53440, ECU1: CC, 1
53450, ECU0: LK, 0
53450, ECU1: CC, 0
53460, ECU0: LK, 1
53460, ECU1: CC, 1
53470, ECU0: LK, 0
53470, ECU1: CC, 0
53480, ECU0: LK, 1
53480, ECU1: CC, 1
53490, ECU0: LK, 0
53490, ECU1: CC, 0
53500, ECU0: LK, 1
53500, ECU1: CC, 1
53510, ECU0: LK, 0
53510, ECU1: CC, 0
53520, ECU0: LK, 1
53520, ECU1: CC, 1
53530, ECU0: LK, 0
53530, ECU1: CC, 0
53540, ECU0: LK, 1
53540, ECU1: CC, 1
53550, ECU0: LK, 0
53550, ECU1: CC, 0
53560, ECU0: LK, 1
53560, ECU1: CC, 1
53570, ECU0: LK, 0
53570, ECU1: CC, 0
53580, ECU0: LK, 1
53580, ECU1: CC, 1
53590, ECU0: LK, 0
53590, ECU1: CC, 0
53600, ECU0: LK, 1
53600, ECU1: CC, 1
53610, ECU0: LK, 0
53610, ECU1: CC, 0
53620, ECU0: LK, 1
53620, ECU1: CC, 1
53630, ECU0: LK, 0
53630, ECU1: CC, 0
53640, ECU0: LK, 1
53640, ECU1: CC, 1
53650, ECU0: LK, 0
53650, ECU1: CC, 0
53660, ECU0: LK, 1
53660, ECU1: CC, 1
53670, ECU0: LK, 0
53670, ECU1: CC, 0
53680, ECU0: LK, 1
53680, ECU1: CC, 1
53690, ECU0: LK, 0
53690, ECU1: CC, 0
53700, ECU0: LK, 1
53700, ECU1: CC, 1
53710, ECU0: LK, 0
53710, ECU1: CC, 0
53720, ECU0: LK, 1
53720, ECU1: CC, 1
53730, ECU0: LK, 0
53730, ECU1: CC, 0
53740, ECU0: LK, 1
53740, ECU1: CC, 1
53750, ECU0: LK, 0
53750, ECU1: CC, 0
53760, ECU0: LK, 1
53760, ECU1: CC, 1
53770, ECU0: LK, 0
53770, ECU1: CC, 0
53780, ECU0: LK, 1
53780, ECU1: CC, 1
53790, ECU0: LK, 0
53790, ECU1: CC, 0
53800, ECU0: LK, 1
53800, ECU1: CC, 1
53810, ECU0: LK, 0
53810, ECU1: CC, 0
53820, ECU0: LK, 1
53820, ECU1: CC, 1
53830, ECU0: LK, 0
53830, ECU1: CC, 0
53840, ECU0: LK, 1
53840, ECU1: CC, 1
53850, ECU0: LK, 0
53850, ECU1: CC, 0
53860, ECU0: LK, 1
53860, ECU1: CC, 1
53870, ECU0: LK, 0
53870, ECU1: CC, 0
53880, ECU0: LK, 1
53880, ECU1: CC, 1
53890, ECU0: LK, 0
53890, ECU1: CC, 0
53900, ECU0: LK, 1
53900, ECU1: CC, 1
53910, ECU0: LK, 0
53910, ECU1: CC, 0
53920, ECU0: LK, 1
53920, ECU1: CC, 1
53930, ECU0: LK, 0
53930, ECU1: CC, 0
53940, ECU0: LK, 1
53940, ECU1: CC, 1
53950, ECU0: LK, 0
53950, ECU1: CC, 0
53960, ECU0: LK, 1
53960, ECU1: CC, 1
53970, ECU0: LK, 0
53970, ECU1: CC, 0
53980, ECU0: LK, 1
53980, ECU1: CC, 1
53990, ECU0: LK, 0
53990, ECU1: CC, 0
54000, ECU0: LK, 1
54000, ECU1: CC, 1
54010, ECU0: LK, 0
54010, ECU1: CC, 0
54020, ECU0: LK, 1
54020, ECU1: CC, 1
54030, ECU0: LK, 0
54030, ECU1: CC, 0
54040, ECU0: LK, 1
54040, ECU1: CC, 1
54050, ECU0: LK, 0
54050, ECU1: CC, 0
54060, ECU0: LK, 1
54060, ECU1: CC, 1
54070, ECU0: LK, 0
54070, ECU1: CC, 0
54080, ECU0: LK, 1
54080, ECU1: CC, 1
54090, ECU0: LK, 0
54090, ECU1: CC, 0
54100, ECU0: LK, 1
54100, ECU1: CC, 1
54110, ECU0: LK, 0
54110, ECU1: CC, 0
54120, ECU0: LK, 1
54120, ECU1: CC, 1
54130, ECU0: LK, 0
54130, ECU1: CC, 0
54140, ECU0: LK, 1
54140, ECU1: CC, 1
54150, ECU0: LK, 0
54150, ECU1: CC, 0
54160, ECU0: LK, 1
54160, ECU1: CC, 1
54170, ECU0: LK, 0
54170, ECU1: CC, 0
54180, ECU0: LK, 1
54180, ECU1: CC, 1
54190, ECU0: LK, 0
54190, ECU1: CC, 0
54200, ECU0: LK, 1
54200, ECU1: CC, 1
54210, ECU0: LK, 0
54210, ECU1: CC, 0
54220, ECU0: LK, 1
54220, ECU1: CC, 1
54230, ECU0: LK, 0
54230, ECU1: CC, 0
54240, ECU0: LK, 1
54240, ECU1: CC, 1
54250, ECU0: LK, 0
54250, ECU1: CC, 0
54260, ECU0: LK, 1
54260, ECU1: CC, 1
54270, ECU0: LK, 0
54270, ECU1: CC, 0
54280, ECU0: LK, 1
54280, ECU1: CC, 1
54290, ECU0: LK, 0
54290, ECU1: CC, 0
54300, ECU0: LK, 1
54300, ECU1: CC, 1
54310, ECU0: LK, 0
54310, ECU1: CC, 0
54320, ECU0: LK, 1
54320, ECU1: CC, 1
54330, ECU0: LK, 0
54330, ECU1: CC, 0
54340, ECU0: LK, 1
54340, ECU1: CC, 1
54350, ECU0: LK, 0
54350, ECU1: CC, 0
54360, ECU0: LK, 1
54360, ECU1: CC, 1
54370, ECU0: LK, 0
54370, ECU1: CC, 0
54380, ECU0: LK, 1
54380, ECU1: CC, 1
54390, ECU0: LK, 0
54390, ECU1: CC, 0
54400, ECU0: LK, 1
54400, ECU1: CC, 1
54410, ECU0: LK, 0
54410, ECU1: CC, 0
54420, ECU0: LK, 1
54420, ECU1: CC, 1
54430, ECU0: LK, 0
54430, ECU1: CC, 0
54440, ECU0: LK, 1
54440, ECU1: CC, 1
54450, ECU0: LK, 0
54450, ECU1: CC, 0
54460, ECU0: LK, 1
54460, ECU1: CC, 1
54470, ECU0: LK, 0
54470, ECU1: CC, 0
54480, ECU0: LK, 1
54480, ECU1: CC, 1
54490, ECU0: LK, 0
54490, ECU1: CC, 0
54500, ECU0: LK, 1
54500, ECU1: CC, 1
54510, ECU0: LK, 0
54510, ECU1: CC, 0
54520, ECU0: LK, 1
54520, ECU1: CC, 1
54530, ECU0: LK, 0
54530, ECU1: CC, 0
54540, ECU0: LK, 1
54540, ECU1: CC, 1
54550, ECU0: LK, 0
54550, ECU1: CC, 0
54560, ECU0: LK, 1
54560, ECU1: CC, 1
54570, ECU0: LK, 0
54570, ECU1: CC, 0
54580, ECU0: LK, 1
54580, ECU1: CC, 1
54590, ECU0: LK, 0
54590, ECU1: CC, 0
54600, ECU0: LK, 1
54600, ECU1: CC, 1
54610, ECU0: LK, 0
54610, ECU1: CC, 0
54620, ECU0: LK, 1
54620, ECU1: CC, 1
54630, ECU0: LK, 0
54630, ECU1: CC, 0
54640, ECU0: LK, 1
54640, ECU1: CC, 1
54650, ECU0: LK, 0
54650, ECU1: CC, 0
54660, ECU0: LK, 1
54660, ECU1: CC, 1
54670, ECU0: LK, 0
54670, ECU1: CC, 0
54680, ECU0: LK, 1
54680, ECU1: CC, 1
54690, ECU0: LK, 0
54690, ECU1: CC, 0
54700, ECU0: LK, 1
54700, ECU1: CC, 1
54710, ECU0: LK, 0
54710, ECU1: CC, 0
54720, ECU0: LK, 1
54720, ECU1: CC, 1
54730, ECU0: LK, 0
54730, ECU1: CC, 0
54740, ECU0: LK, 1
54740, ECU1: CC, 1
54750, ECU0: LK, 0
54750, ECU1: CC, 0
54760, ECU0: LK, 1
54760, ECU1: CC, 1
54770, ECU0: LK, 0
54770, ECU1: CC, 0
54780, ECU0: LK, 1
54780, ECU1: CC, 1
54790, ECU0: LK, 0
54790, ECU1: CC, 0
54800, ECU0: LK, 1
54800, ECU1: CC, 1
54810, ECU0: LK, 0
54810, ECU1: CC, 0
54820, ECU0: LK, 1
54820, ECU1: CC, 1
54830, ECU0: LK, 0
54830, ECU1: CC, 0
54840, ECU0: LK, 1
54840, ECU1: CC, 1
54850, ECU0: LK, 0
54850, ECU1: CC, 0
54860, ECU0: LK, 1
54860, ECU1: CC, 1
54870, ECU0: LK, 0
54870, ECU1: CC, 0
54880, ECU0: LK, 1
54880, ECU1: CC, 1
54890, ECU0: LK, 0
54890, ECU1: CC, 0
54900, ECU0: LK, 1
54900, ECU1: CC, 1
54910, ECU0: LK, 0
54910, ECU1: CC, 0
54920, ECU0: LK, 1
54920, ECU1: CC, 1
54930, ECU0: LK, 0
54930, ECU1: CC, 0
54940, ECU0: LK, 1
54940, ECU1: CC, 1
54950, ECU0: LK, 0
54950, ECU1: CC, 0
54960, ECU0: LK, 1
54960, ECU1: CC, 1
54970, ECU0: LK, 0
54970, ECU1: CC, 0
54980, ECU0: LK, 1
54980, ECU1: CC, 1
54990, ECU0: LK, 0
54990, ECU1: CC, 0
55000, ECU0: LK, 1
55000, ECU1: CC, 1
55010, ECU0: LK, 0
55010, ECU1: CC, 0
55020, ECU0: LK, 1
55020, ECU1: CC, 1
55030, ECU0: LK, 0
55030, ECU1: CC, 0
55040, ECU0: LK, 1
55040, ECU1: CC, 1
55050, ECU0: LK, 0
55050, ECU1: CC, 0
55060, ECU0: LK, 1
55060, ECU1: CC, 1
55070, ECU0: LK, 0
55070, ECU1: CC, 0
55080, ECU0: LK, 1
55080, ECU1: CC, 1
55090, ECU0: LK, 0
55090, ECU1: CC, 0
55100, ECU0: LK, 1
55100, ECU1: CC, 1
55110, ECU0: LK, 0
55110, ECU1: CC, 0
55120, ECU0: LK, 1
55120, ECU1: CC, 1
55130, ECU0: LK, 0
55130, ECU1: CC, 0
55140, ECU0: LK, 1
55140, ECU1: CC, 1
55150, ECU0: LK, 0
55150, ECU1: CC, 0
55160, ECU0: LK, 1
55160, ECU1: CC, 1
55170, ECU0: LK, 0
55170, ECU1: CC, 0
55180, ECU0: LK, 1
55180, ECU1: CC, 1
55190, ECU0: LK, 0
55190, ECU1: CC, 0
55200, ECU0: LK, 1
55200, ECU1: CC, 1
55210, ECU0: LK, 0
55210, ECU1: CC, 0
55220, ECU0: LK, 1
55220, ECU1: CC, 1
55230, ECU0: LK, 0
55230, ECU1: CC, 0
55240, ECU0: LK, 1
55240, ECU1: CC, 1
55250, ECU0: LK, 0
55250, ECU1: CC, 0
55260, ECU0: LK, 1
55260, ECU1: CC, 1
55270, ECU0: LK, 0
55270, ECU1: CC, 0
55280, ECU0: LK, 1
55280, ECU1: CC, 1
55290, ECU0: LK, 0
55290, ECU1: CC, 0
55300, ECU0: LK, 1
55300, ECU1: CC, 1
55310, ECU0: LK, 0
55310, ECU1: CC, 0
55320, ECU0: LK, 1
55320, ECU1: CC, 1
55330, ECU0: LK, 0
55330, ECU1: CC, 0
55340, ECU0: LK, 1
55340, ECU1: CC, 1
55350, ECU0: LK, 0
55350, ECU1: CC, 0
55360, ECU0: LK, 1
55360, ECU1: CC, 1
55370, ECU0: LK, 0
55370, ECU1: CC, 0
55380, ECU0: LK, 1
55380, ECU1: CC, 1
55390, ECU0: LK, 0
55390, ECU1: CC, 0
55400, ECU0: LK, 1
55400, ECU1: CC, 1
55410, ECU0: LK, 0
55410, ECU1: CC, 0
55420, ECU0: LK, 1
55420, ECU1: CC, 1
55430, ECU0: LK, 0
55430, ECU1: CC, 0
55440, ECU0: LK, 1
55440, ECU1: CC, 1
55450, ECU0: LK, 0
55450, ECU1: CC, 0
55460, ECU0: LK, 1
55460, ECU1: CC, 1
55470, ECU0: LK, 0
55470, ECU1: CC, 0
55480, ECU0: LK, 1
55480, ECU1: CC, 1
55490, ECU0: LK, 0
55490, ECU1: CC, 0
55500, ECU0: LK, 1
55500, ECU1: CC, 1
55510, ECU0: LK, 0
55510, ECU1: CC, 0
55520, ECU0: LK, 1
55520, ECU1: CC, 1
55530, ECU0: LK, 0
55530, ECU1: CC, 0
55540, ECU0: LK, 1
55540, ECU1: CC, 1
55550, ECU0: LK, 0
55550, ECU1: CC, 0
55560, ECU0: LK, 1
55560, ECU1: CC, 1
55570, ECU0: LK, 0
55570, ECU1: CC, 0
55580, ECU0: LK, 1
55580, ECU1: CC, 1
55590, ECU0: LK, 0
55590, ECU1: CC, 0
55600, ECU0: LK, 1
55600, ECU1: CC, 1
55610, ECU0: LK, 0
55610, ECU1: CC, 0
55620, ECU0: LK, 1
55620, ECU1: CC, 1
55630, ECU0: LK, 0
55630, ECU1: CC, 0
55640, ECU0: LK, 1
55640, ECU1: CC, 1
55650, ECU0: LK, 0
55650, ECU1: CC, 0
55660, ECU0: LK, 1
55660, ECU1: CC, 1
55670, ECU0: LK, 0
55670, ECU1: CC, 0
55680, ECU0: LK, 1
55680, ECU1: CC, 1
55690, ECU0: LK, 0
55690, ECU1: CC, 0
55700, ECU0: LK, 1
55700, ECU1: CC, 1
55710, ECU0: LK, 0
55710, ECU1: CC, 0
55720, ECU0: LK, 1
55720, ECU1: CC, 1
55730, ECU0: LK, 0
55730, ECU1: CC, 0
55740, ECU0: LK, 1
55740, ECU1: CC, 1
55750, ECU0: LK, 0
55750, ECU1: CC, 0
55760, ECU0: LK, 1
55760, ECU1: CC, 1
55770, ECU0: LK, 0
55770, ECU1: CC, 0
55780, ECU0: LK, 1
55780, ECU1: CC, 1
55790, ECU0: LK, 0
55790, ECU1: CC, 0
55800, ECU0: LK, 1
55800, ECU1: CC, 1
55810, ECU0: LK, 0
55810, ECU1: CC, 0
55820, ECU0: LK, 1
55820, ECU1: CC, 1
55830, ECU0: LK, 0
55830, ECU1: CC, 0
55840, ECU0: LK, 1
55840, ECU1: CC, 1
55850, ECU0: LK, 0
55850, ECU1: CC, 0
55860, ECU0: LK, 1
55860, ECU1: CC, 1
55870, ECU0: LK, 0
55870, ECU1: CC, 0
55880, ECU0: LK, 1
55880, ECU1: CC, 1
55890, ECU0: LK, 0
55890, ECU1: CC, 0
55900, ECU0: LK, 1
55900, ECU1: CC, 1
55910, ECU0: LK, 0
55910, ECU1: CC, 0
55920, ECU0: LK, 1
55920, ECU1: CC, 1
55930, ECU0: LK, 0
55930, ECU1: CC, 0
55940, ECU0: LK, 1
55940, ECU1: CC, 1
55950, ECU0: LK, 0
55950, ECU1: CC, 0
55960, ECU0: LK, 1
55960, ECU1: CC, 1
55970, ECU0: LK, 0
55970, ECU1: CC, 0
55980, ECU0: LK, 1
55980, ECU1: CC, 1
55990, ECU0: LK, 0
55990, ECU1: CC, 0
56000, ECU0: LK, 1
56000, ECU1: CC, 1
56010, ECU0: LK, 0
56010, ECU1: CC, 0
56020, ECU0: LK, 1
56020, ECU1: CC, 1
56030, ECU0: LK, 0
56030, ECU1: CC, 0
56040, ECU0: LK, 1
56040, ECU1: CC, 1
56050, ECU0: LK, 0
56050, ECU1: CC, 0
56060, ECU0: LK, 1
56060, ECU1: CC, 1
56070, ECU0: LK, 0
56070, ECU1: CC, 0
56080, ECU0: LK, 1
56080, ECU1: CC, 1
56090, ECU0: LK, 0
56090, ECU1: CC, 0
56100, ECU0: LK, 1
56100, ECU1: CC, 1
56110, ECU0: LK, 0
56110, ECU1: CC, 0
56120, ECU0: LK, 1
56120, ECU1: CC, 1
56130, ECU0: LK, 0
56130, ECU1: CC, 0
56140, ECU0: LK, 1
56140, ECU1: CC, 1
56150, ECU0: LK, 0
56150, ECU1: CC, 0
56160, ECU0: LK, 1
56160, ECU1: CC, 1
56170, ECU0: LK, 0
56170, ECU1: CC, 0
56180, ECU0: LK, 1
56180, ECU1: CC, 1
56190, ECU0: LK, 0
56190, ECU1: CC, 0
56200, ECU0: LK, 1
